Namuna,Qatlam (sm),Mexanik tarkib,DNS (%),Tuproq zichligi (g/cm³),pH,EC (mS/cm),N (mg/kg),P (mg/kg),K (mg/kg),Gumus (%),Mg (mg/kg),S (mg/kg),Zn (mg/kg),Mn (mg/kg),B (mg/kg),Fe (mg/kg),Cu (mg/kg),Mikroorganizmlar(CFU/g),Ekin
1292,20-40 sm,Gill,24.28,1.54,8.17,1.93,37.92,22.12,396.07,2.4,335.97,,41.53,9.86,1.13,7.64,0.52,796596267.77,Paxta
1293,0-30,Qum,15.33,1.66,7.75,4.39,36.81,18.8,407.73,2,403.17,33.59,66.83,10.24,,7.85,0.57,699989693.75,Paxta
1296,20-40 sm,Qum,29.34,1.7,6.74,4.58,22.08,12.68,345.95,1.52,317.89,29.56,61.55,9.84,1.69,8.07,0.86,,Paxta
1298,20-40 sm,Loy,21.69,1.61,8.22,4.15,27.21,12.44,375.24,1.72,328.88,33.99,49.86,7.99,1.38,7.72,0.62,,Paxta
1300,20-40 sm,Gill,20.63,1.62,7.5,2.29,44.9,26.4,416.57,3.05,412.3,22.58,48.89,10.58,2.09,9.2,0.74,1520304535.65,Paxta
1301,20-40 sm,Loy,25.59,1.68,8.92,5.09,21.5,12.34,340.76,1.38,334.36,27.14,66.45,8.84,0.45,6.35,0.49,271021845.38,Paxta
1302,20-40 sm,Qum,24.72,1.58,7.62,4.29,46.07,21.41,396.22,2.85,368.76,31.84,72.68,8.76,2.01,7.94,0.76,954112185.26,Paxta
1303,20-40 sm,Loy,18.71,1.58,7.66,4.3,31.76,16.83,369.45,1.95,348.04,24.31,56.79,11.45,1.56,8.48,0.55,473138451.55,Paxta
1304,20-40 sm,Gill,16.58,1.59,6.17,4.85,37.93,24.78,392.71,2.82,329.17,27.58,85.47,10.6,,9.7,1.11,980031372.13,Paxta
1307,0-30,Qumoq,17.43,1.5,8.01,4.47,43.72,21.65,451.58,2.33,394.9,21.39,66.68,9.04,1.07,7.69,,900972433.44,Paxta
1309,20-40 sm,Qum,13.11,1.54,7.57,4.53,32.62,16.77,389.57,2.04,374.25,40.26,64.6,8.92,1.53,8.21,,532342908.03,Paxta
1311,20-40 sm,Gill,18.74,1.48,7.09,2.12,27.62,16.35,377.38,2.1,340.91,57.64,50.7,,1.09,7.64,0.84,465480547.94,Paxta
1312,20-40 sm,Qum,24.43,1.52,7.54,5.16,21.3,13.86,351.79,1.39,338.02,39.56,67.19,8.57,1.49,,0.63,214278283.83,Paxta
1313,20-40 sm,Qum,21.37,1.62,6.31,1.77,43.51,22.34,390.58,2.46,391.31,31.29,37.47,13.24,2.23,9.43,1.08,,Paxta
1314,20-40 sm,Qum,24.25,1.71,8.89,4.66,20.52,10.64,332.18,1.01,304.53,30.15,55.07,7.33,0.94,6.96,0.24,123219550.57,Paxta
1315,0-30,Qumoq,24.8,1.5,8.46,4.01,34.5,17.17,411.84,1.94,367.42,27.43,64.67,8.98,1.17,7.12,0.44,456344802.5,Paxta
1318,20-40 sm,Gill,26.64,1.39,8.67,2.17,35.96,24.09,417.37,2.96,371.97,25.12,41.61,9.1,0.91,6.39,0.3,979532386.06,Paxta
1321,20-40 sm,Qum,29.11,1.35,7.75,2.35,35.67,18.46,416.8,1.97,371.37,52.05,47.2,9.64,1.46,8.33,,555447890.05,Paxta
1322,20-40 sm,Qum,18.19,1.49,7.88,1.48,37.04,18.93,377.57,2.15,328.15,47.55,35.62,9.05,,6.58,0.33,789715963.86,Paxta
1323,20-40 sm,Gill,26.24,1.39,8.21,3.4,28.66,17.89,396.83,2.36,355.08,21.49,52.12,8.84,1.43,7.16,,720265600.4,Paxta
1325,20-40 sm,Gill,22.96,1.53,6.86,3.5,44.4,25.51,447.54,2.85,403.92,23.83,58.76,13.18,,9.48,1.04,1210593113.28,Paxta
1327,20-40 sm,Qum,21.23,1.65,8.48,3.21,20.38,11.59,353.43,1.47,329.67,35.21,50.24,8.74,0.3,6.68,0.47,267146673.15,Paxta
1329,20-40 sm,Gill,13.06,1.72,8.12,4.41,20.29,13.17,288.22,0.99,314.25,38.01,55.3,9.25,0.69,7.29,0.53,140021220.96,Paxta
1331,20-40 sm,Qum,25.04,1.44,8.29,1.91,25.99,17.57,374.18,1.57,337.28,22.17,45.93,8.47,0.92,,0.6,,Paxta
1332,20-40 sm,Gill,27.3,1.58,7.47,2.33,35.09,17.97,388,2.42,340.49,26.33,49.44,10.52,1.71,7.86,0.67,752548900.06,Paxta
1333,20-40 sm,Gill,19.46,1.38,8.48,2.28,37.32,17.96,389.2,2.01,,27.08,,8.72,0.84,6.64,0.33,689914919.05,Paxta
1334,0-30,Qum,16.53,1.37,8.17,2.9,28.67,19.08,400.21,2.35,381.91,,48.73,8.01,1.37,6.75,0.73,649720471.52,Paxta
1335,0-30,Qumoq,20.92,1.68,8.26,4.06,36.19,18.15,410.52,2.63,404.06,28.62,63.46,7.18,0.53,8.11,0.66,698679950.6,Paxta
1336,20-40 sm,Loy,29.94,1.55,8.41,4.59,33.12,19.73,381.79,2.34,369.82,25.37,64.57,8.03,0.86,7.4,0.33,613777481.07,Paxta
1338,20-40 sm,Gill,28.7,1.57,6.13,3.3,41.58,22.15,406.83,2.95,392.42,20.39,57.03,12.28,2.01,9.06,1.2,993024317.33,Paxta
1341,20-40 sm,Gill,27.91,1.66,7.23,5.01,24.5,15.87,370.74,1.74,353.38,67.92,68.91,7.82,1.93,8.7,0.9,314587498.9,Paxta
1343,20-40 sm,Gill,18.25,1.7,8.11,4.67,22.67,13.4,342.16,1.11,323.52,39.81,65.18,8.82,0.77,6.9,0.55,170985653.72,Paxta
1348,20-40 sm,Qum,27.72,1.69,8.62,4.83,14.14,8.81,345.85,0.97,292,24.55,54.08,8.8,0.82,7.12,0.51,96855558.15,Paxta
1351,20-40 sm,Loy,15.04,1.76,6.98,4.57,19.55,15.76,332.45,1.49,320.32,47.04,57.95,11.2,1.05,,0.87,233413779.41,Paxta
1353,20-40 sm,Loy,19.22,1.65,8.12,4.97,18.84,12.23,336.36,0.85,310.9,36.42,66.02,8.66,1.16,,0.41,115260371.39,Paxta
1354,20-40 sm,Gill,22.13,1.4,7.44,3.09,33.09,15.97,398.86,2.21,356.71,23.68,45.27,9.76,1.33,8.72,0.77,558943241.75,Paxta
1358,20-40 sm,Loy,16.6,1.64,8.72,3.99,12.71,9.99,318.9,0.75,326.14,21.58,54.76,5.31,0,6.13,0.43,86355926.23,Paxta
1359,0-30,Loy,18.59,1.49,8.73,3.92,31.24,17.42,418.68,2.4,396.79,65.17,65.18,9.6,1.17,6.8,0.35,605483501.82,Paxta
1360,20-40 sm,Gill,17.88,1.64,8.57,3.9,14.92,13.31,311.68,1.01,309.54,24.35,53.33,8.24,0.74,,0.49,166762943.12,Paxta
1361,20-40 sm,Gill,29.12,1.73,8.47,5.12,17.94,12.68,338.52,1.07,305.42,48.5,61.61,9.03,0.55,6.83,0.56,106540056.98,Paxta
1365,20-40 sm,Loy,9.54,1.54,6.69,3.54,37.44,22.8,395.44,2.43,374.07,20.93,65.85,9.7,2.04,9.35,0.89,791728038.76,Paxta
1366,20-40 sm,Gill,25.96,1.7,8.41,4.73,15.27,10.3,340.93,1.02,326.43,32.11,,8.2,0.82,7.15,0.44,133694589.62,Paxta
1368,20-40 sm,Gill,26.4,1.33,7.57,3.95,38.68,25.12,399.33,2.56,362.78,26.6,77.34,9.61,1.62,,0.62,973773830.88,Paxta
1369,20-40 sm,Qumoq,13.66,1.65,8.22,4.83,31.12,18.09,410.21,1.62,365.15,31.23,68.12,8.59,1.2,7.52,0.51,453901558.54,Paxta
1370,20-40 sm,Qum,22.21,1.58,7.61,4.92,31.07,20.19,405.4,1.93,380.14,34.94,63.74,9.96,1.53,,0.73,480881996.84,Paxta
1371,20-40 sm,Gill,8.72,1.52,8.46,2.02,40.12,17.13,388.05,2.27,,25.96,47.57,9.95,1.14,7.26,0.37,621174046.05,Paxta
1372,20-40 sm,Qum,18.41,1.57,7.12,1.61,32.97,21.82,442.01,2.38,411.44,25.9,39.83,10.9,2.52,8.56,0.9,869274213.06,Paxta
1374,20-40 sm,Qum,14,1.62,7.35,2.66,23.99,12.29,318.15,1.45,336.05,22.6,42.28,10.93,1.65,7.6,0.78,298702432.87,Paxta
1376,20-40 sm,Qum,28,1.7,8.96,5.26,12.18,9.79,357.53,0.71,333.41,41.42,63.15,5.52,0.58,,0.28,72074513.45,Paxta
1377,20-40 sm,Gill,15.52,1.77,6.64,5.02,23.9,14.42,351.96,1.46,355.93,24.52,70.7,13.47,1.67,8.96,0.99,313905520.56,Paxta
1379,20-40 sm,Qum,28.17,1.69,7.25,4.04,15.1,10.22,318.65,0.8,303.32,24.24,54.38,9.57,1.56,8.34,0.78,95027555.96,Paxta
1381,20-40 sm,Loy,21.61,1.7,6.74,2.04,43.54,19.01,425.03,2.64,381.13,32.22,46.11,10.89,,9.22,1.07,693619735.09,Paxta
1383,20-40 sm,Gill,19.99,1.35,8.76,2.35,28.54,15.81,373.07,1.69,330.42,39.46,46.62,8.49,0.52,6.46,0.37,,Paxta
1385,20-40 sm,Loy,22.82,1.65,8.75,4.44,29.58,14.38,363.04,1.89,383.74,20.04,56.74,6.57,0.63,6.23,0.31,448857817.92,Paxta
1387,20-40 sm,Loy,14.13,1.61,7.52,3.95,33.65,17.9,392.73,2.18,376.32,21.62,62.13,11.14,1.32,8.37,0.83,525168259.6,Paxta
1388,20-40 sm,Gill,18.32,1.52,7.23,3.51,41.91,21.74,368.38,2.13,329.19,20.58,55.62,10.02,2.04,8.17,0.89,709923812.69,Paxta
1389,20-40 sm,Qum,21.44,1.55,7.51,4.12,37.2,18.2,390.12,2.28,375.72,20.1,60.71,12.2,1.65,8.46,0.68,779988485.47,Paxta
1390,20-40 sm,Qum,26.61,1.58,8.32,3.54,48.85,30.04,454.43,3.52,405.72,24.67,68.49,9.45,1.22,6.77,0.37,1202330456.59,Paxta
1391,20-40 sm,Gill,25.14,1.62,8.51,4.81,21.11,11.94,360.4,1.15,347.25,40.34,66.37,7.52,0.48,6.81,0.53,172706916.45,Paxta
1393,20-40 sm,Gill,24.2,1.63,6.53,1.05,35.57,17.01,369.07,1.82,321.56,20.27,36.01,12.58,1.59,8.48,1.12,584460173.76,Paxta
1395,20-40 sm,Qumoq,28.3,1.46,8.84,4.02,41.58,21.75,415.68,2.29,387.48,25.07,65.47,8.11,1.29,,0.32,712861489.83,Paxta
1397,20-40 sm,Gill,19.12,1.67,8.61,4.51,15.43,12.52,352.92,1.46,326.2,29.56,69.23,6.66,0.38,6.27,,232953947.23,Paxta
1399,20-40 sm,Gill,26.55,1.53,8.59,5.22,18.44,9.25,329.85,1.13,315.41,29.53,70.74,8.41,1.02,6.94,0.35,166107928.43,Paxta
1401,20-40 sm,Loy,24.95,1.41,8.32,2.34,37.74,18.04,365.6,2.09,334.75,34.36,48.65,9.42,1.18,7.53,0.49,733752430.82,Paxta
1402,20-40 sm,Qum,13.4,1.61,8.34,2.65,33.41,19.05,423.23,2.05,369.94,36.78,,8.88,1.11,7.31,0.31,627928715.78,Paxta
1403,20-40 sm,Qum,22.82,1.6,7.92,3.62,20.33,14.26,328.79,1.38,308.15,77.43,54.86,8.82,1.23,7.34,0.85,258720465.35,Paxta
1405,20-40 sm,Qum,23.16,1.65,7.04,2.36,29.72,13.53,328.79,1.6,301.58,30.04,44.03,11.62,2.01,8.1,0.8,359872461.2,Paxta
1406,20-40 sm,Qum,28.86,1.66,8.22,3.16,21.37,13.84,367.39,1.66,345.85,32.91,,10.13,1.11,7.04,0.4,334459183,Paxta
1408,20-40 sm,Gill,22.42,1.42,6.5,3.23,45.99,25.37,440.49,2.86,411.22,66.41,60.57,11.26,2.19,8.15,1.06,,Paxta
1409,20-40 sm,Gill,24.82,1.61,7.43,4.54,52.9,26.55,445.59,3.1,410.7,30.04,77.69,11.82,1.32,8.14,0.79,1252354879.95,Paxta
1412,20-40 sm,Qum,18.85,1.45,7.77,4.71,33.85,16.53,396.44,2.05,390.18,24.81,66.9,10.16,0.89,7.95,0.68,502396868.34,Paxta
1413,20-40 sm,Gill,16.02,1.59,7.43,4.9,13.42,11.26,354.74,0.86,328.92,23.28,66.86,9.56,1.15,8.02,0.77,,Paxta
1414,20-40 sm,Qum,28.36,1.54,6.57,4.43,36.34,23.51,370.4,2.74,340.32,20.21,72.63,12.76,2.18,,1.07,896317711.02,Paxta
1415,20-40 sm,Qum,18.26,1.69,8.27,5.12,13.8,8.73,325.99,0.9,320.83,59.34,66.19,6.82,0.97,7.27,,95208941.44,Paxta
1416,20-40 sm,Loy,21.87,1.67,7.38,4.32,17.48,9.33,340.84,1.05,349.06,75.09,66.36,10.05,1.82,8.18,0.92,123373134.51,Paxta
1417,20-40 sm,Loy,20.95,1.35,8.1,3.57,29.87,16.96,377.16,1.94,373.2,25.07,49.88,9.02,1.28,7.24,0.49,511882035.85,Paxta
1418,20-40 sm,Qum,25.45,1.69,7.46,1.9,26.95,13.99,357.59,1.24,348.43,26.89,,10.6,1.48,8.02,0.72,222855665.27,Paxta
1419,20-40 sm,Qum,25.61,1.73,8.05,4.38,16.32,13.27,330.69,1.09,322.46,28.6,51.89,8.42,1.58,7.19,0.62,172312540.51,Paxta
1421,20-40 sm,Loy,16.18,1.66,8.23,3.12,10.88,8.94,316.02,0.75,296.38,23.94,57.11,8.29,0.6,7.17,0.52,67247915.76,Paxta
1422,20-40 sm,Gill,22.33,1.48,6.62,3.24,49.66,24.98,379.45,2.2,372.44,28.41,56.08,11.07,1.71,9.54,0.98,796598728.51,Paxta
1424,20-40 sm,Qum,26.1,1.71,8.76,5.14,9.1,8.21,366,0.58,358.54,20.94,74.43,6.56,0.53,7.26,0.2,50158598.74,Paxta
1425,20-40 sm,Qum,21.85,1.48,8.14,1.51,27.03,20.01,356.85,1.96,335.87,27.5,34.27,9.28,1,7.91,0.48,,Paxta
1427,20-40 sm,Gill,24.22,1.53,7.8,0.91,35.89,20.22,342.64,2.18,317.78,,32.94,11.71,1.61,,0.58,775091591.81,Paxta
1428,20-40 sm,Gill,24.54,1.7,8.53,5.3,11.65,7.56,347.23,0.64,339.08,23.2,56.05,6.61,0.84,,0.67,52566172.41,Paxta
1430,20-40 sm,Qum,26.41,1.68,7.57,4.56,28.14,16.59,402.48,1.38,387.37,26.02,64.5,11.34,1.48,7.89,0.69,352505238.17,Paxta
1431,20-40 sm,Qum,12.48,1.77,8.53,5.21,15.5,10,327.97,0.76,319.79,23.97,58.61,8.04,0.66,,0.52,65012429.08,Paxta
1432,20-40 sm,Qum,29.55,1.61,8.42,4.47,26.63,15.77,349.21,1.57,325.46,23.75,62.99,6.81,1.03,,0.44,296241949.81,Paxta
1434,20-40 sm,Gill,14.11,1.73,8.99,5.1,15.1,8.98,332.06,0.6,324.13,,61.89,8.25,0.77,7.14,0.26,54045663.49,Paxta
1439,20-40 sm,Qum,27.58,1.54,6.62,3.47,47.25,24.32,392.01,2.81,,33.55,54.3,12.53,1.52,,1.02,1053710133.58,Paxta
1443,20-40 sm,Gill,26.08,1.76,8.98,4.7,11.71,7.08,303.64,0.64,306.27,21.66,,6.43,0,6.44,0.23,61600051.76,Paxta
1444,20-40 sm,Qum,28.67,1.39,6.62,1.95,38.68,19.84,421.37,2.5,352.99,21.25,43.71,11.4,,9.27,1.02,,Paxta
1445,20-40 sm,Loy,15.78,1.43,8.13,2.15,19.8,12.89,349.84,1.42,315.66,23.51,44.27,6.85,1.05,7.47,0.6,278027218.32,Paxta
1448,20-40 sm,Qum,14.29,1.62,8.03,3.16,21.9,10.64,364.61,1.26,376.77,42.13,41.08,11.31,1.17,7.18,0.58,171883986.7,Paxta
1450,20-40 sm,Gill,15.58,1.59,7.83,3.58,37.94,15.77,381.13,1.8,337.29,25.93,57.39,9,1.52,7.34,0.7,,Paxta
1452,20-40 sm,Loy,23.94,1.77,7.73,4.21,19.13,12.37,336.54,1.07,314.2,25.36,51.62,9.14,1.41,7.23,0.73,119191262.63,Paxta
1455,20-40 sm,Gill,27.93,1.64,8.48,1.66,24.17,14.32,357.89,1.35,356.36,26.57,30.3,7.92,1.22,7.01,0.51,234397115.03,Paxta
1456,20-40 sm,Gill,16.17,1.55,8.59,1.55,33.28,17.45,391.15,1.62,343.81,38.94,41.71,6.88,1.35,7.08,0.34,,Paxta
1459,20-40 sm,Gill,27.82,1.4,8.13,4.01,31.08,21.73,364.8,2.35,341.24,29.41,64.81,,1.4,7.38,0.4,615855591.8,Paxta
1460,20-40 sm,Gill,10.87,1.55,7.34,3.87,32.43,20.5,400.22,2.1,357.26,24.23,66.24,9.75,1.79,8.15,0.94,,Paxta
1462,20-40 sm,Qum,28.93,1.61,6.39,2,39.54,19.95,375.9,2.26,364.97,22.78,34.7,11.71,1.95,9.53,0.92,643467151.84,Paxta
1463,20-40 sm,Gill,23.11,1.37,8.93,4.17,33.85,22.46,393.17,2.27,359.22,20.93,64.39,8.34,1.21,6.64,0.47,957878932.37,Paxta
1464,20-40 sm,Loy,27.02,1.62,8.63,4.26,18.76,11.11,346.46,1.03,313.33,22.88,53.61,7.5,0.57,6.82,0.28,110897242.19,Paxta
1466,20-40 sm,Qumoq,28.32,1.61,7.75,3.19,53.86,23.59,411.97,2.96,392.84,21.27,46.46,9.44,,7.99,0.71,1083786437.22,Paxta
1467,20-40 sm,Gill,24.66,1.55,6.29,3.81,36.36,17.55,354.3,2.06,314.89,,54.74,10.72,1.74,9.41,0.91,,Paxta
1469,20-40 sm,Loy,16.72,1.62,8.9,4.72,9.13,7.94,326.31,0.69,283.11,23.08,58.27,6.24,1.35,6.57,0.36,57288991.86,Paxta
1470,20-40 sm,Gill,18.3,1.61,7.74,2.43,41.1,22.92,420.61,2.39,375.21,24.49,42.9,10.12,1.51,8.3,0.67,,Paxta
1471,20-40 sm,Loy,23.37,1.65,7.28,2.32,39.98,17.29,387.8,1.9,369.72,28.21,56.09,11.06,1.81,,0.98,638209796.28,Paxta
1472,20-40 sm,Loy,22.45,1.44,8.24,4.77,35.38,18.26,415.63,2.74,376.14,24.8,61.15,9.56,1.18,7.46,0.36,887869962.76,Paxta
1474,20-40 sm,Qum,22.44,1.57,8.13,4.54,32.68,16.63,390.28,1.82,341.57,20.6,69.76,10.26,,7.56,0.82,529282715.79,Paxta
1475,20-40 sm,Qum,20.48,1.7,7.76,4.78,30.62,17.55,398.74,1.65,,51.4,64.37,9.73,1.11,7.67,0.71,426721334.11,Paxta
1476,20-40 sm,Gill,17.96,1.54,8.97,3.79,24.1,15.47,377.42,1.57,355.01,26.1,,,0.64,6.02,0.48,322862293.5,Paxta
1477,20-40 sm,Loy,28.36,1.68,6.43,3.55,22.92,13.52,329.9,1.03,314.75,33.15,49.85,,1.98,8.68,1.05,178888440.57,Paxta
1479,20-40 sm,Qum,27.14,1.57,6.74,2.73,49.43,25.81,427.11,2.92,372.96,27.04,61.65,13.24,2.16,9.5,0.75,1238613095.31,Paxta
1480,20-40 sm,Gill,29.76,1.62,8.57,4.48,19.99,12.9,352.58,0.88,333.79,70.43,56.29,8.83,0.83,,0.37,119086779.36,Paxta
1482,20-40 sm,Gill,24.4,1.46,8.4,2.73,20.92,14.51,375.31,1.65,374.01,38.4,45.56,8.68,1.01,6.95,,274527529.49,Paxta
1483,20-40 sm,Loy,24.35,1.68,8.37,4.45,21.91,15.13,364.67,1.65,378.64,77.31,59.72,7.93,0.98,,0.55,273978631.22,Paxta
1484,20-40 sm,Qum,15.6,1.64,7.11,2.02,37.7,23.94,376.93,2.37,327.93,33.8,52.9,11.8,1.55,9.51,1.02,846814375.64,Paxta
1486,20-40 sm,Gill,28.13,1.74,8.91,2.82,25.77,18.18,398.19,1.75,363.13,22.25,47.51,7.07,1,6.45,0.5,567624500.29,Paxta
1487,20-40 sm,Qum,16.51,1.73,6.86,3.6,17.19,10.55,282.63,0.9,285.38,32.97,45.99,10.94,1.41,8.25,1.04,83496463.13,Paxta
1488,20-40 sm,Gill,29.83,1.67,7.55,2.54,33.35,15.57,383.62,1.72,328.49,70.18,40.02,8.87,2.06,7.71,0.79,512283171.53,Paxta
1490,20-40 sm,Gill,15.56,1.68,8.62,4.34,41.21,22.71,390.43,2.67,357.64,32.82,72.23,8.26,1.17,7.12,0.42,778178906.19,Paxta
1491,20-40 sm,Gill,14.98,1.69,8.48,3.21,23.23,12.23,347.61,1.26,315.2,46.86,48.19,8.79,0.8,5.41,0.56,204806755.67,Paxta
1493,20-40 sm,Loy,14.36,1.57,6.12,3.66,40.52,21.49,380.85,2.39,352.94,29.57,62.77,,2.63,8.84,1.13,710795608.02,Paxta
1494,20-40 sm,Qum,25.35,1.42,6.28,4.13,34.97,20.93,376.82,2.27,356.52,52.52,55.85,11.21,2.42,9.78,1.01,564602667.54,Paxta
1495,20-40 sm,Gill,12.35,1.61,6.15,0.96,51.94,26.43,411.16,3.1,355,27.25,41.55,11.09,1.86,9.38,0.94,1092721660.47,Paxta
1499,20-40 sm,Qum,19.13,1.6,8.71,5.08,11.94,10.98,319.93,0.92,298.21,39.73,65.67,8.1,0.34,6.14,0.54,102650617.94,Paxta
1502,20-40 sm,Gill,22.75,1.47,7.84,2.02,45.72,22.51,416.38,2.62,392.8,23.85,51.33,10.03,1.38,7.53,0.73,918128415.19,Paxta
1505,20-40 sm,Gill,29.21,1.7,7.21,4.6,16.45,10.54,323.85,0.85,317.42,33.51,53.48,11.23,1.85,8.63,0.79,,Paxta
1508,20-40 sm,Gill,24.25,1.39,6.25,2.17,39.68,25.12,411.11,2.48,375.85,,45.8,12.11,2.27,9.78,1.17,1093067653.47,Paxta
1512,20-40 sm,Qum,28.39,1.48,6.3,3.12,47.06,23.86,362.03,2.39,327.65,63.25,52.47,13.07,2.39,10.56,0.97,853717096.92,Paxta
1514,20-40 sm,Loy,24.51,1.63,7.47,4.15,44.72,26.17,409.16,2.8,368.87,37.1,64.6,11.19,1.54,7.83,0.71,1049980489.35,Paxta
1515,20-40 sm,Gill,27.75,1.68,8.78,4.94,22.17,10.69,342.99,0.99,330.19,24.3,71.98,8.21,0.52,5.74,0.55,95999438.44,Paxta
1518,20-40 sm,Gill,16.35,1.7,7.21,4.97,15.55,9.06,321.7,0.64,325.76,56.79,67.57,9.24,1.37,8.27,0.8,63718376.76,Paxta
1519,20-40 sm,Loy,17.22,1.7,8.25,4.94,12.67,9.67,322.09,0.71,318.63,32.45,58.58,9.96,0.64,6.78,0.45,80338134.3,Paxta
1523,20-40 sm,Qum,18.17,1.48,8.38,2.48,28.67,15.74,375.61,2.16,342.21,20.14,54.37,9.9,0.94,6.93,0.5,452546644.12,Paxta
1524,20-40 sm,Gill,25.36,1.68,7.48,3.55,34.74,22.61,415.43,2.3,388.57,26.35,57.86,8.82,1.21,7.91,,762608033.33,Paxta
1525,20-40 sm,Loy,18.29,1.73,8.8,5.17,12.04,10.36,301.88,0.86,262.22,56.51,64.21,8.49,0.23,5.28,0.32,100002506.42,Paxta
1526,20-40 sm,Qumoq,13.58,1.48,8.15,3.63,40.78,21.5,470.61,3.11,407.21,26.45,56.87,8.1,1.22,7.53,0.44,1039213230.21,Paxta
1527,20-40 sm,Qum,25.37,1.72,8.81,4.02,16.52,12.06,363.61,0.95,340.03,26.42,55.23,,0.92,7.05,0.15,97958570.25,Paxta
1528,20-40 sm,Loy,27.94,1.64,6.64,3.1,51.09,29.56,432.65,2.92,396.24,22.39,,,1.69,9.33,1.06,1386819430.74,Paxta
1530,20-40 sm,Qumoq,13.69,1.57,8.04,3.69,29.07,16.45,412.43,2.05,360.97,55.71,51.64,9.77,1.26,,,506968349.91,Paxta
1531,20-40 sm,Loy,25.97,1.37,6.49,1.12,41.37,18.69,379.82,1.97,365.48,21.38,38.71,10.31,2.74,9.04,1.04,657466313.13,Paxta
1532,20-40 sm,Loy,20.32,1.66,7.27,1.82,49.5,26.82,451.14,3.03,422.43,25.45,43.24,8.84,1.92,7.92,0.94,1257435779.45,Paxta
1533,20-40 sm,Qumoq,27.41,1.58,8.02,3.32,27.46,17.8,417.37,1.99,377.32,56.65,50.61,9.37,1.29,7.77,0.68,542112311.8,Paxta
1534,20-40 sm,Qum,29.15,1.72,7.45,4.07,26.57,12.89,348.03,1.23,334.74,25.15,57.67,10.46,1.83,7.45,0.71,218328840.27,Paxta
1535,20-40 sm,Qum,13.75,1.67,7.61,4.47,25.15,14.57,377.43,1.76,355.29,36.17,61.65,11.38,1.49,6.96,0.68,401346412.25,Paxta
1536,20-40 sm,Gill,17.36,1.47,7.92,3.32,30.13,19.59,386,1.85,374.18,75.36,55.54,,1.32,7.46,0.44,534894835.99,Paxta
1537,20-40 sm,Gill,18.79,1.53,6.9,3.89,26.12,17.5,386.66,1.71,375.34,42.94,66.23,10.38,1.98,,1.02,488630286.36,Paxta
1538,20-40 sm,Qumoq,18.78,1.69,8.42,4.71,28.55,15.59,417.88,2.1,381.65,22.53,68.11,9.55,1.39,7.15,0.45,,Paxta
1540,20-40 sm,Loy,16.2,1.51,9,4.59,13.5,10.62,357.61,1.01,325.24,23.32,57.12,6.24,0.65,7.26,0.22,176791024.28,Paxta
1542,20-40 sm,Loy,20.82,1.71,7.31,4.92,24.58,16.49,331.57,1.72,311.29,25.72,62.45,10.53,1.58,8.96,0.76,383729170.71,Paxta
1543,20-40 sm,Gill,18.48,1.69,6.08,1.63,41.05,22.82,421.17,2.38,385.07,26.56,37.4,12.2,2.31,8.74,1.15,1052372627.76,Paxta
1544,20-40 sm,Loy,28.37,1.54,7.62,3.54,43.84,26.9,452.33,2.98,423.33,28.28,,12.23,1.22,7.75,0.84,935798961.23,Paxta
1546,20-40 sm,Qum,17.01,1.46,7.05,0.85,53.25,24.85,436.15,3.56,383.51,43.83,33.83,12.14,2.12,9.14,1.02,1184482824.74,Paxta
1547,20-40 sm,Qum,17.35,1.42,6.73,1.81,36.98,18.59,361.84,2,350.79,25.47,34.53,10.34,1.98,9.11,0.85,478410163.52,Paxta
1548,20-40 sm,Qum,19.72,1.72,8.29,3.22,34.27,19.05,400.58,2.43,342.44,56.58,56.78,9.31,0.96,7.03,0.6,738856620.83,Paxta
1549,20-40 sm,Qum,25.45,1.72,8.92,4.41,19.17,12.79,361.19,1.16,327.81,,57.84,6.13,0.56,5.96,0.23,141421929.21,Paxta
1551,20-40 sm,Qumoq,16.25,1.5,8.1,3.8,45.9,20.73,416.78,2.98,373.25,44.04,69.48,8.54,1.34,6.89,0.71,,Paxta
1552,20-40 sm,Loy,16.82,1.66,7.77,4.79,23.88,13.32,366.2,1.31,321.59,,64.76,9.78,1.89,7.58,0.72,272444939.66,Paxta
1555,20-40 sm,Gill,28.34,1.57,6.97,2.73,48.92,26.71,459.2,3.03,422.07,42.33,56.34,10.93,1.94,8.56,0.89,1431754154.55,Paxta
1556,20-40 sm,Loy,25.29,1.66,8.67,3.77,13.05,10.93,301.4,0.78,304.88,,57.22,7.11,0.93,6.43,0.32,,Paxta
1558,20-40 sm,Gill,12.57,1.72,8.72,3.25,18.42,12.49,320.13,1.04,274.87,34.74,51.65,7.43,0.57,6.57,0.39,196864299.46,Paxta
1559,20-40 sm,Qum,15.59,1.65,8.67,3.91,13.11,9.94,334.23,0.9,293.18,25.48,54.73,7.46,0.59,7.75,0.48,106859048.68,Paxta
1561,20-40 sm,Qum,27.25,1.66,7.51,3.92,43.33,20.58,429.43,2.93,392.22,26.43,64.95,10.09,1.98,7.63,0.91,997061906.27,Paxta
1564,20-40 sm,Loy,15.5,1.78,8.93,5.29,12.33,10.82,326.23,0.68,301.21,37.71,75.96,7.82,0.73,6.2,0.29,42370160.13,Paxta
1565,20-40 sm,Loy,14.58,1.71,8.63,2.68,20.26,14.94,356.34,1.44,326.39,30.27,49.04,6.94,0.55,,0.25,272525623.06,Paxta
