Namuna,Qatlam (sm),Mexanik tarkib,DNS (%),Tuproq zichligi (g/cm³),pH,EC (mS/cm),N (mg/kg),P (mg/kg),K (mg/kg),Gumus (%),Mg (mg/kg),S (mg/kg),Zn (mg/kg),Mn (mg/kg),B (mg/kg),Fe (mg/kg),Cu (mg/kg),Mikroorganizmlar(CFU/g),Ekin
NMNX-66690,20-40 sm,Loy,26.75,1.51,8.69,4.49,28.24,18.95,378.27,1.5,324.61,33.9,55.28,6.72,1.58,6.08,0.33,313324539.36,Paxta
NTXM-423,20-40 sm,Qum,29.51,1.53,8.35,4,28.64,14.65,387.24,1.35,327.8,24.62,54.4,9.35,1,6.87,0.45,273131860.63,Paxta
TSPD-2272,20-40 sm,Loy,17.66,1.61,8.23,3.34,19.38,12.87,364.15,1.27,326.74,22.17,58.81,7.99,,7.12,0.57,258652324.74,Paxta
Karta-383,20-40 sm,Gill,24.15,1.73,6.89,3.35,38.41,23.34,375.2,2.48,341.94,,63.91,11.36,2,9.06,0.84,754462409.67,Paxta
NTTM-385,20-40 sm,Loy,27.66,1.43,7.75,2.04,46.08,23.06,425.51,2.51,385.88,33.28,40.54,10.59,1.62,,0.75,755854609.09,Paxta
NMNX-66569,20-40 sm,Qum,18.03,1.75,8.51,3.33,14.52,12.11,352.34,0.98,331.17,25.58,54.42,7.5,0.97,,0.39,138471447.73,Paxta
NMNX-66690,20-40 sm,Loy,19.28,1.54,7.37,2.47,35.02,21.47,386.52,2.34,357.24,43.47,51.35,10.36,2.04,8.46,0.79,645366382.98,Paxta
NTXM-424,20-40 sm,Loy,29,1.75,8.74,5.31,12.31,6.41,337.39,0.63,307.29,27.48,63.83,7.36,0.86,6.16,0.31,50566032.79,Paxta
TSPD-2273,20-40 sm,Qum,14.27,1.57,7.4,4.46,32.43,18.64,376.84,2.23,325.76,,71.23,11.63,1.78,8.36,0.82,,Paxta
Karta-384,20-40 sm,Gill,14.87,1.41,7.81,2.49,34.38,15.28,365.67,1.67,314.89,35.41,46.32,10.01,1.96,8.17,0.89,367952791.91,Paxta
NTTM-386,20-40 sm,Qum,17.41,1.49,8.43,2.62,17.11,10.81,376.07,1.08,366.82,27.73,47.91,6.78,0.72,6.88,0.54,160750995.35,Paxta
NMNX-66811,20-40 sm,Gill,11.65,1.6,6.55,2.4,44.43,26.52,403.26,2.99,371.97,41.72,51.1,13.82,,,0.96,966823675.75,Paxta
NMNX-66932,20-40 sm,Loy,18.5,1.59,6.33,2.37,24.15,14.18,343.15,1.51,329.24,23.01,27.9,13.06,1.87,9.36,1.42,235224176.38,Paxta
NTXM-424,20-40 sm,Loy,26.31,1.4,8.84,2.13,19.42,14.18,334.45,1.18,281.39,26.59,,6.59,1.2,6.39,0.21,188546676.41,Paxta
TSPD-2273,20-40 sm,Gill,23.57,1.73,8.35,3.37,18.25,11.92,313.63,1.27,320.82,41.8,,7.9,0.93,6.61,0.27,203290266.85,Paxta
Karta-384,20-40 sm,Gill,25.37,1.48,7.29,2.36,37.24,18.59,363.86,2.14,334.14,33.2,53.85,8.63,1.6,7.56,0.78,677646109.84,Paxta
NTTM-386,20-40 sm,Loy,22.04,1.54,7.64,2.5,28.39,16.04,375.6,2.24,347.13,23.49,42.1,10.12,1.39,8.11,0.78,578391690.51,Paxta
NMNX-66811,20-40 sm,Gill,22.5,1.57,6.68,4.56,19.53,12.42,346.85,1.31,314.79,31.07,58.36,12.05,1.96,8.74,0.88,,Paxta
NMNX-66932,20-40 sm,Loy,22.12,1.62,8.02,3.29,18.91,13.86,357.19,1.49,349.01,33.42,55.86,9.11,0.97,,0.47,286294207.1,Paxta
NTXM-425,20-40 sm,Qum,27.08,1.46,6.85,2.36,27.83,16.48,355.6,1.92,366.03,23.79,,11.03,1.72,7.69,0.9,424472378.48,Paxta
TSPD-2274,20-40 sm,Gill,19.86,1.67,8.89,5.02,12.03,7.83,291.86,0.83,275.63,22.79,62.84,6.13,0.81,6.86,0.42,76461622.08,Paxta
Karta-385,20-40 sm,Gill,25.15,1.79,8.09,5.08,18.37,8.3,324.96,0.73,306.49,25.09,65.23,9.69,0.92,7.24,0.52,60578911.22,Paxta
NTTM-387,20-40 sm,Gill,14.78,1.57,6.64,2.1,37.77,19.77,351.9,1.97,336.4,,48.66,11.69,2.33,9.27,1.11,693807301.38,Paxta
NMNX-67053,20-40 sm,Gill,27.04,1.58,6.39,4.42,28.86,18.23,411.99,1.72,391.25,25.29,62.2,12.19,1.91,9.29,1.18,381471912.08,Paxta
NMNX-67174,20-40 sm,Gill,15.02,1.57,8.42,4.33,15.73,10.02,301.82,0.89,293.66,25.99,52.27,6.46,0.84,6.77,0.42,,Paxta
NTXM-425,0-30,Loy,13.02,1.69,8.42,4.01,38.79,21.3,405.61,2.32,401.03,60.47,73.98,9.34,0.8,7.71,0.46,874947511,Paxta
TSPD-2274,20-40 sm,Gill,28.03,1.45,6.78,3.53,32.44,18.13,376.73,2.3,357.4,22.01,,11.73,2.13,7.62,0.99,505579580.16,Paxta
Karta-385,20-40 sm,Gill,20.31,1.66,8.74,2.81,21.9,15.75,338.1,1.4,308.56,31.64,37.66,7.31,1.23,6.26,0.46,259892644.52,Paxta
NTTM-387,20-40 sm,Loy,19.62,1.42,8.06,1.87,25.1,13.62,335.39,1.24,353.49,40.84,34.51,10.37,0.93,5.71,0.57,213137248.91,Paxta
NMNX-67053,0-30,Qumoq,25.11,1.41,7.62,4.06,37.52,17.29,449.58,2.28,436.19,38.89,61.5,10.8,1.56,7.79,0.62,690893240.73,Paxta
NMNX-67174,20-40 sm,Gill,29.61,1.62,8.61,5.12,14.62,12.65,336.65,1.02,331.08,35.34,65.43,7.68,0.55,6.41,0.4,110356954.88,Paxta
NTXM-426,0-30,Loy,29.09,1.67,8.67,4.59,29.85,18.97,402.81,1.93,350.76,23.5,64.33,6.93,0.37,6.63,0.42,653274182.52,Paxta
TSPD-2275,20-40 sm,Gill,15.45,1.71,7.31,5.13,22.05,12.01,329.26,0.95,293.38,39.59,65.17,8.86,0.71,7.55,0.94,180831272.95,Paxta
Karta-386,20-40 sm,Loy,21.61,1.68,8.82,5.08,21.14,11.21,315.95,1.15,285.67,30.17,62.73,8.17,0.45,6.74,0.4,,Paxta
NTTM-388,20-40 sm,Loy,16.2,1.66,8.7,4.46,25.37,12.13,336.68,1.38,317.22,34.85,60.57,7.77,0.8,6.76,0.32,261850957.97,Paxta
NMNX-67295,20-40 sm,Qum,15.2,1.59,6.53,2.53,30.96,18,448.31,2.28,417.45,21.68,52.27,13.62,1.43,,1.25,681056956.61,Paxta
NMNX-67416,20-40 sm,Gill,17.72,1.51,7.71,3.76,29.78,20.58,383.91,2.22,357.78,24.68,62.81,9.3,1.79,8.12,0.62,513083454.82,Paxta
NTXM-426,20-40 sm,Gill,24.15,1.79,8.66,5,10.75,8,344.59,0.79,342.16,41.2,60.54,8.44,0.3,7.11,0.44,66077429.91,Paxta
TSPD-2275,20-40 sm,Qum,16.03,1.7,7.27,2.37,39.36,21.32,397.22,2.47,338.32,68.14,45.25,11.83,1.69,8.51,0.76,795034886.43,Paxta
Karta-386,20-40 sm,Gill,24.93,1.72,7.95,5.05,11.46,9.94,292.07,0.62,268.23,32.2,65.58,8.11,0.9,7.39,0.5,43723414.91,Paxta
NTTM-388,20-40 sm,Qum,14.65,1.55,6.18,1.52,39.68,24.52,395.62,2.76,368.82,56,43.94,12.9,2.21,9.76,1.11,968941541.01,Paxta
NMNX-67295,20-40 sm,Qum,27.01,1.38,6.96,3.51,40.5,25.03,423.48,2.58,398.18,23.58,65.72,12.21,1.96,9.45,0.9,1119866035.01,Paxta
NMNX-67416,20-40 sm,Qum,22.3,1.56,8.14,3.88,26.72,13.95,333.36,1.52,336.13,28.55,53.22,9.3,1.01,7.69,0.51,252230134.71,Paxta
NTXM-427,20-40 sm,Gill,22.5,1.56,6.67,4.66,43.32,21.64,368.73,2.13,337.74,61.93,66.72,10.75,1.41,9.06,0.97,725114189.08,Paxta
TSPD-2276,20-40 sm,Gill,23.96,1.56,6.23,4.9,38.04,23.81,385.31,2.71,343.12,28.77,83.97,12.47,2.51,9.38,1.26,,Paxta
Karta-387,20-40 sm,Gill,19.58,1.69,8.66,4.98,24.07,13.88,354.08,1.44,337.91,54.38,62.8,7.81,0.48,6.92,0.37,266900182.97,Paxta
NTTM-389,20-40 sm,Gill,15.8,1.68,7.68,2.96,27.54,15.57,348.96,1.65,340.95,22.18,50.35,9.14,1.93,7.59,0.71,418583284.44,Paxta
NMNX-67537,0-30,Qum,26.53,1.44,8.18,3.08,44.1,23.71,433.38,2.44,378.24,46.45,56.45,8.72,,7.68,0.38,,Paxta
NMNX-67658,20-40 sm,Qum,13.27,1.75,8.93,5.07,12.21,8.99,310.47,0.63,294.9,47.91,,7.36,0.78,6.62,0.22,,Paxta
NTXM-427,20-40 sm,Loy,18.85,1.71,8.78,4.88,11.63,9.5,313.69,0.69,290.08,67.59,,7.29,0.58,,0.38,71348591.91,Paxta
TSPD-2276,20-40 sm,Gill,26.86,1.78,8.62,3.25,18.48,12.53,361.34,0.99,304.96,56.78,51.77,8.79,0.89,7.73,0.35,141547474.38,Paxta
Karta-387,20-40 sm,Gill,17.06,1.67,6.64,5.03,25.63,11.93,328.63,1.01,334.35,36,63.44,10.31,2.02,8.2,1.15,163317550.17,Paxta
NTTM-389,20-40 sm,Qum,18.33,1.61,8.89,3.07,24.83,12.47,324.56,1.19,,22.41,53.44,7.21,0.45,7.31,0.29,193949141.23,Paxta
NMNX-67537,0-30,Qum,18.82,1.38,8.85,2.77,29.24,16.94,403.99,2.19,339.45,28.05,44.22,9.14,0.75,,0.48,,Paxta
NMNX-67658,20-40 sm,Gill,23.43,1.44,8.64,2.18,29.47,15.02,396.86,1.64,385.07,21.19,42.39,6.37,1.2,6.23,0.4,,Paxta
NTXM-428,20-40 sm,Loy,17.9,1.68,7.44,3.28,39.55,18.63,406.98,1.85,340.76,25.05,54.93,9.74,1.82,8.18,0.74,578802488.45,Paxta
TSPD-2277,20-40 sm,Loy,29.56,1.7,7.42,4.73,28.62,16.01,402.46,1.9,371.18,70.11,62.33,10.28,1.5,8.21,0.92,484271040.44,Paxta
Karta-388,20-40 sm,Qum,18.65,1.66,7.31,3.35,30.38,18.22,377.62,2.23,347.43,27.65,55.66,8.57,2.01,7.6,0.75,602498528.38,Paxta
NTTM-390,20-40 sm,Gill,14.33,1.56,8.83,5.1,17.15,13.09,352.86,1.11,299.78,27.4,65.03,5.39,1.23,6.74,0.07,179839513.67,Paxta
NMNX-67779,20-40 sm,Qum,21.09,1.48,7.67,4.44,29.21,16.3,370.12,1.99,328.12,67.22,59.72,11.38,1.68,8.2,0.71,,Paxta
NMNX-67900,20-40 sm,Gill,17.36,1.63,6.93,3.59,26.76,17.71,375.95,1.45,374.39,28.2,56.34,11.49,1.63,8.31,0.9,358496090.07,Paxta
NTXM-428,20-40 sm,Gill,22.89,1.58,6.46,2.03,42.47,22.03,428.48,2.46,388.63,24.69,48.43,12.54,2.08,9.31,1.32,727975396.7,Paxta
TSPD-2277,20-40 sm,Qum,15.92,1.76,6.31,3.4,17.77,11.24,293.89,1.17,296.8,37.73,50.24,10.66,2.35,8.39,1.1,131737429.65,Paxta
Karta-388,0-30,Qum,17.6,1.52,7.97,4.69,34.35,17.7,414.53,2.17,,61.64,73.58,8.32,0.94,7.74,0.63,609543007.42,Paxta
NTTM-390,20-40 sm,Loy,22.68,1.71,7.2,5.29,14.53,8.39,321.64,0.72,313.12,20.3,70.15,10.68,1.19,8.01,0.81,,Paxta
NMNX-67779,20-40 sm,Gill,19.99,1.76,6.86,4.61,16.21,11.45,328.55,0.9,308.38,31.57,60.85,9.37,1.83,7.71,0.87,94557092.43,Paxta
NMNX-67900,20-40 sm,Qum,12.86,1.43,6.92,1.34,41.29,20.27,408.37,2.29,378.93,41.49,31.73,10.69,1.79,7.9,0.64,787214560.44,Paxta
NTXM-429,20-40 sm,Gill,14.24,1.67,7.37,4.15,25.62,14.06,349.02,1.05,341.1,32.16,52.02,10.25,,7.51,0.81,215406056.88,Paxta
TSPD-2278,20-40 sm,Qum,13.66,1.54,7.89,5.13,27.36,19.16,366.18,1.51,325.48,25.86,65.98,7.28,1.76,7.93,0.58,378794911.62,Paxta
Karta-389,20-40 sm,Gill,21.64,1.63,7.09,1.24,47.77,24.94,417.89,2.52,409.02,45.6,45.54,10.01,1.34,9.12,0.89,890028459.94,Paxta
NTTM-391,20-40 sm,Qum,22.26,1.63,7.79,1.05,44.07,24.77,449.69,2.89,403.45,24.24,36.29,10.92,1.06,7.84,0.49,899820177.94,Paxta
NMNX-68021,20-40 sm,Qum,22.64,1.53,8.04,2.46,41.46,3035,406.48,2.57,376.46,36.86,57.11,8.43,1.18,7.58,0.43,,Paxta
NMNX-68142,20-40 sm,Gill,13.39,1.66,8.05,4.65,15.63,11.29,309.09,0.99,276.35,31.28,56.68,7.89,1.23,7.23,0.61,135336982.51,Paxta
NTXM-429,20-40 sm,Qum,18.14,1.62,7.37,2.88,22.72,14.31,376.24,1.27,344.5,44.94,49.6,10.75,1.58,7.46,0.82,,Paxta
TSPD-2278,20-40 sm,Loy,18.47,1.77,8.94,4.63,13.67,11.25,320.86,0.74,309.97,24.06,59.74,6.03,1.09,6.08,0.53,69302388.9,Paxta
Karta-389,20-40 sm,Qum,24.06,1.67,8.06,4.66,21.84,17.04,352.89,1.44,314.58,,62.21,9.55,0.9,7.58,0.59,248616418.47,Paxta
NTTM-391,20-40 sm,Gill,24.83,1.71,8.24,2.92,24.78,12.67,355.7,1.7,360.42,35.08,,9.98,1.32,7.01,0.58,303682778.33,Paxta
NMNX-68021,20-40 sm,Loy,12.98,1.55,7.64,2.87,30.66,17.41,379.24,1.92,348.61,79.43,54.2,9.81,1.54,7.67,0.72,536353354.69,Paxta
NMNX-68142,20-40 sm,Qum,15.15,1.74,7.03,4.93,24.19,16.26,350.65,1.83,314.89,20.35,68.2,10.18,2.08,8.19,0.89,366576310.96,Paxta
NTXM-430,20-40 sm,Gill,20.35,1.55,8.24,1.3,39.55,20.99,417.9,2.35,395.16,38.12,37.85,8.77,1.33,6.94,0.62,638105055.99,Paxta
TSPD-2279,20-40 sm,Loy,22.26,1.55,8.97,5.2,7.25,7.2,330.64,0.7,307.09,51.21,64.52,7.59,1.26,,0.29,64413075.19,Paxta
Karta-390,20-40 sm,Gill,14.08,1.51,8.2,1.07,36.65,23.41,441.33,2.66,410.97,67.04,38.2,9.25,1.6,7.81,0.61,970458831.72,Paxta
NTTM-392,20-40 sm,Gill,24.87,1.45,8.51,5.25,22.09,13.31,358.24,1.37,332.88,23.12,,5.62,0.76,,0.57,280509365.99,Paxta
NMNX-68263,0-30,Qumoq,21.76,1.51,8.62,5.17,32.12,14.88,402.94,1.67,,34.53,,7.58,0.36,7.39,0.38,420271016.19,Paxta
NMNX-68384,20-40 sm,Gill,25.77,1.39,6.7,2.61,38.68,20.42,386.36,2.06,361.76,33.26,37,11.56,1.89,8.51,1.1,690474687.3,Paxta
NTXM-430,20-40 sm,Loy,18.13,1.46,8.26,4.49,18.89,12.18,341.91,1.39,355.35,26.22,71.5,9.56,0.28,7.66,0.63,192649912.89,Paxta
TSPD-2279,20-40 sm,Qum,18.64,1.74,8.9,5.26,7,9.46,337.45,0.56,314.09,34.95,56.38,6.76,0.4,6.39,0.31,49318761.53,Paxta
Karta-390,0-30,Loy,13.19,1.49,7.76,3.28,39.08,21.63,430.07,2.75,405.47,25.6,59.53,9.54,1.28,7.13,0.73,,Paxta
NTTM-392,20-40 sm,Gill,15.74,1.66,8.1,3.45,16.16,11.15,328.33,0.87,315.74,,52.45,6.92,1.27,6.6,0.59,83235604.2,Paxta
NMNX-68263,20-40 sm,Qum,27.88,1.67,7.48,3.97,24.69,14.89,378.52,1.8,331.44,32.76,58.34,10.51,1.31,8.31,0.97,,Paxta
NMNX-68384,20-40 sm,Gill,22.68,1.52,7.43,3.57,34.01,18.21,390.22,2.55,364.32,34.21,54.38,9.53,1.5,8.25,0.76,696924446.02,Paxta
NTXM-431,20-40 sm,Qum,29.46,1.69,7.42,4.7,21.5,14.71,327.96,1.21,304.63,21.7,63.26,9.7,1.18,8.28,0.7,224866983.76,Paxta
TSPD-2280,20-40 sm,Loy,20.06,1.56,8.21,1.21,25.32,222,366.17,1.29,348.88,,23.17,10.02,1.38,,0.61,311078050.04,Paxta
Karta-391,20-40 sm,Gill,15.62,1.68,8.76,2.68,21.51,10.71,350.04,1.02,307.9,,44.46,7.87,0.73,7.42,0.5,156260033.74,Paxta
NTTM-393,20-40 sm,Qum,16.75,1.52,8.19,4.19,25.04,16.6,346.82,1.6,305.77,26.1,65.58,8.06,0.96,6.68,0.62,345329173.05,Paxta
NMNX-68505,20-40 sm,Loy,25.9,1.69,7.36,2.85,17.66,14.61,277.6,1.32,264.97,31.93,42.49,8.15,1.24,7.55,0.66,217145886.48,Paxta
NMNX-68626,20-40 sm,Qum,15.74,1.38,6.59,3.76,52.01,25.68,394.32,3.52,345.62,81.84,72.58,11.59,2.56,9.05,1.02,1346587349.29,Paxta
NTXM-431,20-40 sm,Gill,21.57,1.68,8.22,4.98,23.08,15.13,336.46,1.23,335.02,25,61.9,8.8,0.8,,0.51,250627112.51,Paxta
TSPD-2280,20-40 sm,Qum,28.07,1.79,6.56,3.4,20.14,14.09,317.67,0.89,297.16,44.54,51.24,,1.98,8.1,1.01,,Paxta
Karta-391,20-40 sm,Gill,26.64,1.42,7.55,2.3,34.55,17.61,415.42,1.71,369.8,33.48,56.88,10.88,1.33,6.73,0.86,448630657.12,Paxta
NTTM-393,20-40 sm,Loy,24.67,1.49,6.66,3.38,13.27,8.99,290.19,0.86,261.98,31.35,51.56,10.04,2.19,8.68,1.03,124451381.47,Paxta
NMNX-68505,20-40 sm,Loy,20.05,1.7,7.78,4.55,39.45,20.03,385.65,2.08,358.78,20.94,64.97,8.78,1.55,7.7,0.68,583190443.53,Paxta
NMNX-68626,20-40 sm,Qum,23.89,1.55,7.97,3.57,17.62,11.52,379.56,1.16,357.95,62.6,44.44,8.68,0.83,7.69,0.69,143104172.03,Paxta
NTXM-432,20-40 sm,Gill,25.95,1.53,7.13,2.78,23.32,14.91,284.81,1.44,269.82,25.63,49.34,11.31,1.09,8.75,0.79,248560684.91,Paxta
TSPD-2281,20-40 sm,Qum,29.65,1.54,7.65,4.56,27.03,17.4,389.12,1.58,351.08,22.49,70.09,7.71,1.69,6.95,0.63,395298233.09,Paxta
Karta-392,20-40 sm,Qum,13.2,1.64,6.56,3.67,24.36,15.98,327.09,1.31,328.13,21.05,,12.62,1.62,8.33,1.06,219212417.71,Paxta
NTTM-394,20-40 sm,Qum,26.48,1.67,8.73,5.3,11.67,10.37,347.73,0.78,347.95,,63.45,6.88,0.43,6.31,,84340726.75,Paxta
NMNX-68747,20-40 sm,Loy,27.36,1.72,8.32,5.08,10.49,7.66,346.93,0.55,318.56,25.27,63.19,7.91,0.8,7.35,0.56,,Paxta
NMNX-68868,20-40 sm,Loy,19.56,1.56,8.5,3.49,22.68,12.76,371.75,1.29,340.27,44.95,61.71,8.5,1.45,,0.6,246492242.53,Paxta
NTXM-432,20-40 sm,Loy,12.34,1.68,6.79,4.39,25.08,17.54,367.01,1.96,332.06,29.53,72.5,11.81,2.26,8.92,1.17,548152199.62,Paxta
TSPD-2281,20-40 sm,Qum,26.46,1.63,8.67,3.27,20.21,15.59,391.94,1.82,362.4,,50.05,8.08,1.56,5.76,0.47,,Paxta
Karta-392,20-40 sm,Gill,18.23,1.67,6.95,1.09,33.62,19.21,392.06,1.92,364.79,35.74,32.25,10.15,2.18,9.16,1.03,629248903.09,Paxta
NTTM-394,20-40 sm,Gill,14.69,1.75,8.44,2.77,24.12,11.16,343.86,1.07,310.95,51,43.72,9.32,0.61,7.58,0.65,172680751.29,Paxta
NMNX-68747,20-40 sm,Qum,21.21,1.66,7.76,3.74,19.83,12.59,323.77,1.22,296.17,24.21,58.35,9.53,1.86,8.01,0.76,201976686.23,Paxta
NMNX-68868,20-40 sm,Qum,24.28,1.62,8.73,4.69,21.7,15.45,388.42,1.33,371.7,26.97,59.55,8.22,0.86,7.31,0.29,332475457.76,Paxta
NTXM-433,20-40 sm,Gill,26.79,1.67,6.68,3.64,31.82,19.97,369.59,1.74,343.75,49.41,53.02,11.49,2.02,8.72,,424306591.28,Paxta
TSPD-2282,20-40 sm,Gill,11.13,1.63,7.28,4.69,33.13,14.55,370.76,2.02,332.68,27.44,69.27,9.93,1.87,7.75,0.93,511709908.62,Paxta
Karta-393,20-40 sm,Loy,21.75,1.73,8.57,4.71,12.3,9.52,335.37,0.76,,44.15,,6.8,0.76,7.42,0.37,76023467.91,Paxta
NTTM-395,20-40 sm,Qum,13.92,1.59,8.98,4.75,13.44,8.97,359.04,0.84,376.63,40.36,62.52,9.05,0.59,6.24,0.43,75881071.97,Paxta
NMNX-68989,20-40 sm,Gill,23.97,1.58,7.14,3.23,25.59,13.8,303.08,1.43,267.2,53.79,50,9.06,1.63,7.88,0.93,235777629.38,Paxta
NMNX-69110,0-30,Qumoq,16.07,1.64,8.82,4.51,24.01,17.63,401.96,1.72,386.79,32.37,68.75,7.6,0.92,,0.38,391659994.24,Paxta
NTXM-433,20-40 sm,Gill,18.4,1.68,8.93,4.96,16.54,12.14,337.85,0.95,318.33,21.37,69.98,7.02,1.01,6.11,0.4,79547150.09,Paxta
TSPD-2282,20-40 sm,Loy,26.93,1.58,7.97,3.29,39.48,24.51,397.64,2.35,373.47,20.56,56.42,7.96,1.07,7.36,0.64,,Paxta
Karta-393,20-40 sm,Gill,28.85,1.64,7.38,3.42,30.3,16.02,381.27,1.8,376.6,35.62,55.9,9.19,1.45,8.69,0.67,405746161.3,Paxta
NTTM-395,0-30,Loy,23.09,1.65,7.59,3.93,44.23,325,448.8,2.8,440.42,20.19,63.54,,1.74,8.24,0.7,906969913.86,Paxta
NMNX-68989,20-40 sm,Qum,28.3,1.63,7.81,2.97,21.57,12.68,329.57,1.2,337.73,47.45,46.55,9.34,1.33,7.82,0.77,,Paxta
NMNX-69110,20-40 sm,Gill,22.82,1.76,7.88,5.26,17.85,,,,,,,9.41,1.02,8.09,,156275949.32,Paxta
NTXM-434,20-40 sm,Loy,21.44,1.74,8.86,4.88,10.56,,,,,,,7.35,0.71,5.76,0.51,68377480.19,Paxta
TSPD-2283,20-40 sm,Qum,17.91,1.54,8.76,5.01,17.94,10.29,310.93,0.99,286.12,25.33,61.63,7.22,0.92,6.31,0.23,127941721.12,Paxta
Karta-394,0-30,Qum,18.6,1.45,8.17,4.41,53.22,23.07,434.74,3.45,427.45,38.69,68.76,10.03,1.52,8.12,0.57,1184929969.48,Paxta
NTTM-396,20-40 sm,Gill,25.28,1.46,8.23,3.46,31.13,19.9,393.89,1.78,355.9,45.83,52.29,8.29,1.3,6.49,0.54,383754269.99,Paxta
NMNX-69231,20-40 sm,Loy,24.97,1.65,6.67,3.33,41.57,26.38,420.25,3.33,402.2,34.18,50.32,12.16,2.05,9.11,1.06,1342154556.06,Paxta
NMNX-69352,20-40 sm,Qum,24.92,1.55,8.27,3.38,21.69,16.2,335.67,1.21,322.12,35.08,45.55,7.27,1.25,6.92,0.47,207220723.82,Paxta
NTXM-434,20-40 sm,Loy,15.41,1.57,8.98,3.37,18.37,13.83,367.05,1.26,335.75,21.15,,7.77,0.88,6.68,0.19,,Paxta
TSPD-2283,20-40 sm,Loy,13.66,1.73,7.88,2.33,22.62,12.91,339.89,1.09,316.61,22.14,49.15,9.96,0.87,7.73,0.64,204092708.05,Paxta
Karta-394,20-40 sm,Gill,27.98,1.44,7.12,1.95,40.95,20.35,410.27,2.14,381.91,23.35,48.38,13.64,1.87,8.88,0.85,889666892.61,Paxta
NTTM-396,20-40 sm,Loy,29.37,1.78,8.71,3.47,15.48,10.07,362.14,0.9,343.17,51.41,51.9,8.05,0.46,6.94,,118803217.15,Paxta
NMNX-69231,20-40 sm,Loy,26.81,1.64,8.8,4.87,34.22,16.64,363.34,1.82,340.31,34.02,70.95,8.68,0.54,7.53,0.31,424528434.17,Paxta
NMNX-69352,20-40 sm,Gill,28.4,1.45,7.51,2.45,41.13,19.64,466.15,2.54,418.71,21.29,43.67,10.63,1.56,8.29,0.72,978167625.57,Paxta
NTXM-435,20-40 sm,Qum,17.01,1.36,8,4.61,31,14.66,388.94,1.6,379.06,21.95,63.19,8.75,1.25,7.51,0.71,431048154.01,Paxta
TSPD-2284,20-40 sm,Gill,25.34,1.38,8.72,4.13,28.59,17.24,335.16,1.89,333.3,32.73,59.63,7.99,1.09,,0.42,361908743.04,Paxta
Karta-395,20-40 sm,Loy,20.38,1.46,7.95,3.01,28.54,14.4,342.18,1.25,337.67,22.58,49.34,8.02,1.41,7.49,0.81,253485047.93,Paxta
NTTM-397,20-40 sm,Qum,29.12,1.59,8.04,4.69,32.7,18.49,375.51,2.34,346.2,48.75,64.89,8.11,,7.31,0.66,637268257.72,Paxta
NMNX-69473,20-40 sm,Loy,28.65,1.64,7.47,4.02,47.28,22.48,404.81,2.9,377.12,24.77,64.5,11.02,1.76,8.85,0.83,,Paxta
NMNX-69594,20-40 sm,Gill,20.08,1.66,7.32,2.19,46.09,21.76,394.85,2.59,364.35,35.07,52.95,11.67,1.46,8.49,0.78,953121225.84,Paxta
NTXM-435,20-40 sm,Qum,29.02,1.74,7.85,3.31,23.4,12.35,374.23,1.27,355.53,43.2,46.84,7.8,1.5,8.6,0.71,246352987.64,Paxta
TSPD-2284,20-40 sm,Loy,12.37,1.61,8.43,2.66,41.2,26.41,474.07,3.1,410.81,21.46,60.25,6.94,1.23,7.38,0.54,1021758235.8,Paxta
Karta-395,20-40 sm,Gill,19.62,1.6,6.85,0.64,37.89,24.12,415.46,2.68,377.23,63.59,49.36,10.96,1.73,,1,,Paxta
NTTM-397,20-40 sm,Gill,13.96,1.72,7.68,4.17,15.34,12.17,297.08,0.9,271.18,24.62,54.58,8.42,1.03,6.8,0.66,106460378.15,Paxta
NMNX-69473,20-40 sm,Qum,18.76,1.67,8.84,5.04,15.2,11.82,289,0.81,288.49,42.76,64.19,7.52,0.94,6.71,0.26,103275688.49,Paxta
NMNX-69594,20-40 sm,Loy,23.32,1.39,7.36,3.33,34.92,20.14,395.54,2.14,338.13,24.3,54.26,12.01,1.4,8.16,0.86,,Paxta
NTXM-436,20-40 sm,Loy,13.93,1.57,6.59,1.48,21.5,15.42,334.32,1.33,303.95,31.82,30.44,9.39,2.43,8.25,0.95,239389665.68,Paxta
TSPD-2285,20-40 sm,Loy,27.97,1.62,8.09,5.24,23.44,12.04,352.48,1.33,326.83,55.45,70.75,7.7,1.11,7.43,0.43,229592789.28,Paxta
Karta-396,20-40 sm,Gill,12.44,1.51,7.44,4.23,22.55,15.31,360.33,1.56,339.56,24.19,59.77,9.54,1.17,8.42,0.72,,Paxta
NTTM-398,20-40 sm,Qum,24.37,1.61,8.42,3.46,29.92,17.76,357.87,1.88,336.39,22.81,56.49,,1.14,7.6,0.59,486723634.84,Paxta
NMNX-69715,20-40 sm,Loy,16.97,1.4,8.54,2.36,36,19.05,408.33,2.11,363.92,30.07,39.82,8.92,0.66,6.61,0.47,691346357.7,Paxta
NMNX-69836,20-40 sm,Gill,20.09,1.68,7.71,5.29,24.89,11.45,318.97,0.78,302.96,28.2,61.72,9.94,1.47,7.68,0.72,99614797.15,Paxta
NTXM-436,20-40 sm,Qum,14.15,1.59,8.36,2.5,27.51,17.56,381.83,1.54,343.34,42.73,31.31,10.44,0.97,7.54,0.57,322553813.65,Paxta
TSPD-2285,20-40 sm,Loy,15.21,1.69,8.01,4.79,20.31,11.51,321.21,1.05,305.53,29.36,64.72,9.14,0.84,8.04,0.63,125066940.07,Paxta
