Namuna,Qatlam (sm),Mexanik tarkib,pH,Gumus (%),Tuproq EC (mS/cm),Tuproq zichligi (g/sm3),DNS (%),Azot (mg/kg),Fosfor (mg/kg),Kaliy (mg/kg),Mg (mg/kg),Mikroorganizmlar (CFU/g),S (mg/kg),Fe (mg/kg),Zn (mg/kg),Mn (mg/kg),Cu (mg/kg),B (mg/kg),Ekin
NMNX-20952,0-20 sm,Yengil qum,5.001038726,3.15,4.02,1.48,19.94,5,68,20,33.1705379525771,1511644334.85,25.32,9.07,5.82931616273063,4.96,2.21282047005223,,Makkajo'xori
NTXM-235,0-20 sm,Loy,5.560224583,2.15,2.91,,30.19,37,73,21,51.6683390047324,618513815.22,21.03,5.92,5.10411356688722,6.81,2.38818264635034,1.75,Makkajo'xori
TSPD-2084,0-20 sm,Yengil qum,4.747352458,4.17,1.22,1.44,23.84,9,59,24,17.7346645858765,2942194202.84,27.54,7.86,1.91748662308116,6.23,2.7473207074885,1.84,Makkajo'xori
Karta-195,0-20 sm,Loy,7.313517308,4.5,0.67,1.29,25.01,20,72,15,40.3426631480102,2670050554.03,24.03,9.4,5.74267881754474,3.38,3.63993728263198,2.3,Makkajo'xori
NTTM-197,0-20 sm,Qumoq,5.661826398,4.7,2.96,1.41,39.07,31,56,23,38.4981241811464,388569848.15,22.95,8.82,6,7.41,3.18339367515454,2.19,Makkajo'xori
NMNX-21073,0-30,Qumoq,4.672437054,4.17,3.71,1.38,18.61,0,70,21,31.0037173215448,377247802.96,24.48,10.98,2.9335010531784,9.61,2.89873042517799,0.91,Makkajo'xori
NMNX-21194,0-20 sm,Yengil qum,6.471862118,5.64,1.94,,18.24,21,74,15,15.0335464619082,79150210.5,18.98,11.44,6,3.91,2.72010403680773,2.54,Makkajo'xori
NTXM-236,0-30,Yengil qum,5.384762927,3.21,3.2,1.31,25.4,13,67,18,35.8701194578455,1573069158.97,21.58,8.87,3.78397690990971,9.66,2.9,1.13,Makkajo'xori
TSPD-2085,0-20 sm,Loy,5.859813416,2.3,2.2,1.51,20.73,27,74,20,15,2007294459.02,25.11,12.47,1.94719269486451,3.57,2.39144769800679,,Makkajo'xori
Karta-196,0-20 sm,Yengil qum,6.962386495,4.6,0.96,,32.32,29,72,24,70,388569848.15,29.72,11.89,3.30650123286895,12.65,2.376730955238,0.98,Makkajo'xori
NTTM-198,0-20 sm,Loy,6.12166671,3.21,4.27,1.56,37.55,5,68,20,29.952093869593,2793020460.68,29.64,6.5,3.08603285861808,7.64,3.31131588436973,2.03,Makkajo'xori
NMNX-1312,0-20 sm,Loy,6.421748487,2.51,2.31,1.38,37.16,39,57,19,44.6863597208835,2083386763.65,21.83,7.85,4.17696317233841,,3.23626865918488,2.05,Makkajo'xori
NMNX-217,0-20 sm,Loy,4.828936119,2.82,4.49,1.35,39.32,22,62,16,38.6943030376186,1891452272.3,26.19,11.89,3.92125099931387,6.97,1.24707379811942,1.21,Makkajo'xori
NTXM-226,0-20 sm,Loy,6.98571967,1.94,2.14,1.52,38.1,18,55,23,70,172649527.18,28.29,9.31,3.61006799115946,12.66,2.21277882681185,2.6,Makkajo'xori
NMNX-218,0-20 sm,Loy,4.603563116,2.88,3.67,1.38,37.94,39,77,21,40.757894818027,1770696957.05,27.82,8.45,3.73861209993071,10.3,2.37881086828263,1.2,Makkajo'xori
NTXM-227,0-20 sm,Loy,6.979540061,1.16,4.7,1.57,16.83,13,75,20,58.1768035841986,811487351.05,29.77,9.66,1.2,13.45,1.70089820645021,1.43,Makkajo'xori
NMNT-219,0-30,Yengil qum,7.064973419,3.1,4.73,1.58,32.25,27,71,24,45.8918125402776,139045532.96,30,8.85,3.11177912519867,10.72,1.53835875680433,2.18,Makkajo'xori
NTTM-188,0-20 sm,Loy,5.16516459,3.88,1.95,1.37,35.03,26,64,22,38.1844939578471,2188446537.43,21.58,8.2,5.78544108481103,3.82,2.45801878412571,1.35,Makkajo'xori
NMNX-20341,0-20 sm,Loy,5.111488821,4.18,2.79,1.42,16.64,23,55,16,42.9736164501572,128081878.7,19.5,7.83,5.00285219450699,14.53,1.50617928825658,1.68,Makkajo'xori
NMNX-20462,0-30,Yengil qum,5.374358869,3.18,2.53,1.47,28.67,4,69,19,48.8177808688309,517742846.9,19.99,10.41,3.6948316317551,5.54,1.69159036813051,2.47,Makkajo'xori
NTXM-227,0-20 sm,Loy,5.671419084,1.56,3.75,1.49,24.34,20,67,19,35.7122526063032,570185421.42,27.51,8.79,1.2,,2.89218085604261,2.72,Makkajo'xori
NMNX-219,0-20 sm,Loy,5.667419697,1.75,3.4,1.52,35.06,7,74,17,39.7222327329679,1464680496.09,20.95,8.69,4.83021210236831,5.79,3.8279861876998,2.68,Makkajo'xori
NTXM-228,0-20 sm,Loy,6.07938452,4.37,3.18,1.3,19.1,17,64,18,39.3276627822963,2079078295.68,25.85,9.28,3.9978070115785,13.24,2.97338754714154,2.78,Makkajo'xori
NMNT-220,0-20 sm,Loy,6.931924963,5.5,1.4,,31.44,35,71,17,19.0561742751251,801638987.43,25.49,12.87,3.01148458813855,9.37,3.08721013708213,2.4,Makkajo'xori
NTTM-189,0-20 sm,Loy,6.842744374,0.85,4.57,1.6,37.75,11,72,22,33.3181162941545,525086035.18,23.73,6.04,1.2,9.21,2.6478166061863,,Makkajo'xori
NMNX-20342,0-20 sm,Qumoq,6.876572503,3.51,0.69,1.24,26.64,20,60,22,31.2692132866191,563354005.99,28.2,12.16,3.45825968657131,5.68,2.23628293428015,0.77,Makkajo'xori
NMNX-20463,0-20 sm,Loy,6.151029296,3.75,3.41,1.49,21.11,10,71,18,38.6710129100996,686543294.68,24.28,9.13,3.56268873450486,14.89,2.50215771511769,2.08,Makkajo'xori
NTXM-228,0-20 sm,Qumoq,4.567446499,4.92,3.11,1.36,15.39,33,61,24,34.8528591616125,1817517761.93,26.58,7.72,2.59393702780256,14.53,1.8766328152039,1.35,Makkajo'xori
NMNX-220,0-20 sm,Qumoq,3.692863601,4.87,0.92,1.3,23.65,3,49,18,35.1127099407239,1354773098.24,28.26,9.11,5.21680283452395,3.44,3.24771773912412,0.98,Makkajo'xori
NTXM-229,0-20 sm,Loy,4.371745575,1.77,4.42,1.59,20.69,22,59,23,36.2767386584065,2473541687.35,24.86,6.19,5.11756932199812,4.89,2.16116158792779,2.67,Makkajo'xori
NMNT-221,0-20 sm,Loy,8.399135958,1.11,3.95,1.63,30.4,36,58,25,34.8774535899942,388569848.15,24.18,7.82,4.37789534169215,7.27,2.27316508257161,,Makkajo'xori
NTTM-190,0-20 sm,Loy,8.840656256,3.05,1.87,1.46,18.38,4,43,18,26.5357001794597,388569848.15,26.06,7.83,3.34068464175994,5.33,2.36434372351785,1.05,Makkajo'xori
NMNX-20343,0-20 sm,Loy,8.153022903,2.22,3.81,1.54,33.41,29,54,16,48.8710603284771,244847079.1,22.79,8.29,4.93958409871233,5.62,2.23098194633689,2.54,Makkajo'xori
NMNX-20464,0-30,Qumoq,5.270749441,3.16,3.29,1.53,34.08,32,43,22,32.7144121189496,297504458.75,25.46,9.46,1.2,6.57,2.03398196427118,,Makkajo'xori
NTXM-229,0-20 sm,Loy,8.050304395,3.93,1.15,1.45,23.43,14,55,15,44.4112650586907,388569848.15,26.85,7.14,6,14.44,3.04977687450937,1.62,Makkajo'xori
NMNX-221,0-20 sm,Yengil qum,9.679240873,5.19,0.67,1.28,39.23,5,35,20,28.5895830749926,1874379539.52,28.26,11.76,1.55867758368003,14.64,1.72400160894325,0.94,Makkajo'xori
NTXM-230,0-20 sm,Loy,6.974978386,2.71,0.96,1.38,24.67,25,57,24,57.3576660371474,2512031493.26,29.8,8.1,3.55182761567944,3.96,2.4817216643213,0.86,Makkajo'xori
NMNT-222,0-20 sm,Loy,7.39389918,1.08,4.77,1.51,18.69,11,53,24,53.7745345866734,1602050645.43,18.17,10.09,3.67976127931995,12.94,1.95875442661263,,Makkajo'xori
NTTM-191,0-20 sm,Loy,6.68727523,3.06,3.86,1.5,21.49,40,49,17,20,359878785.31,29.15,9.75,2.40606212272205,11.77,2.40618218076656,1.71,Makkajo'xori
NMNX-20344,0-20 sm,Loy,7.88118645,2.5,3.78,1.54,36.64,38,56,25,36.9943712954171,312161382.09,25.44,8.65,4.29471401758961,13.27,3.5,2.35,Makkajo'xori
NMNX-20465,0-20 sm,Loy,5.875333778,0.94,2.91,1.6,33.78,27,43,23,59.1883978262177,449732864.6,27.18,7.81,2.19889194832197,10.1,2.41079044021343,0.73,Makkajo'xori
NTXM-230,0-20 sm,Loy,8.202706015,4.86,0.96,1.36,15.18,24,38,22,45.2390568678912,773267319.52,23.49,11.42,3.70899274191866,3.5,1.65688951351141,2.16,Makkajo'xori
NMNX-222,0-20 sm,Qumoq,8.985348193,5.1,4.1,1.45,31.59,23,45,21,37.4497079223312,388569848.15,24.99,9.41,5.6034343870861,9.72,2.08009953596636,2.15,Makkajo'xori
NTXM-231,0-20 sm,Loy,5.87707519,3.7,0.79,1.28,23.7,29,57,20,28.9938283689553,683599841.57,29.61,5.88,2.1076815800168,10.78,1.90432693493307,2.93,Makkajo'xori
NMNT-223,0-20 sm,Loy,7.707595055,2.78,1.8,1.53,23.5,31,35,23,37.2506876103956,2469809184.32,28.67,9.68,4.51033432617133,,2.18125795863005,3.17,Makkajo'xori
NTTM-192,0-20 sm,Loy,4.524171562,3.73,3.98,1.46,29.02,0,55,25,35.01951578943,930941721.96,27.21,8.23,5.08779254478073,8.76,2.53164815348955,1.55,Makkajo'xori
NMNX-20345,0-20 sm,Qumoq,9.926212291,,,,27.02,7,45,22,49.7418980904741,388569848.15,22.82,11.12,3.12196787337384,8.39,1.78605563778436,1.58,Makkajo'xori
NMNX-20466,0-20 sm,Loy,6.455592696,2.99,0.66,1.42,22.52,17,58,25,39.3334580358856,388569848.15,27.64,8.96,1.2,,1.9399324315606,2.44,Makkajo'xori
NTXM-231,0-20 sm,Qumoq,8.016210782,4.66,2.58,1.25,38.4,11,44,17,64.7492479103921,388569848.15,28.92,11.06,5.13274607041224,11.97,2.837748411824,2.41,Makkajo'xori
NMNX-223,0-20 sm,Loy,3.71105919,1.31,2.74,1.35,32.12,22,49,22,48.1777614726236,2602092393.19,29.59,9.86,2.59558874241859,11.81,1.88932094108488,1.12,Makkajo'xori
NTXM-232,0-20 sm,Loy,5.49091063,5.32,0.54,,25.58,9,51,19,39.4747473265704,1283111568.91,29.24,10.19,2.25447198963106,10.67,2.49564455760771,0.96,Makkajo'xori
NMNT-224,0-20 sm,Yengil qum,9.254089438,,1.06,,20.75,28,48,15,20,165928972.93,27.27,9.37,4.22050564423361,13.1,2.52895227265531,2.57,Makkajo'xori
NTTM-193,0-30,Qumoq,6.005242945,3.17,3.45,1.48,27.06,26,50,19,47.1551465668779,1625375430.15,21.05,9.85,1.2,14.5,1.71734877725444,1.41,Makkajo'xori
NMNX-20346,0-20 sm,Loy,7.437078236,1.63,4.23,1.55,25.54,36,56,20,23.4094128244912,1080351839.39,27.63,7.62,1.2,6.82,1.91946160994615,2.18,Makkajo'xori
NMNX-20467,0-20 sm,Loy,3.808429173,2.04,3.08,1.47,18.46,8,60,18,33.4180915409298,150019781.21,25.43,10.96,3.62549965629603,6.3,2.37699438388988,3.04,Makkajo'xori
NTXM-232,0-20 sm,Loy,5.818219385,3.24,2.05,1.47,26.49,24,37,21,37.2666582000041,740843482.82,28.08,9.47,1.27667420449312,,1.40393007625265,,Makkajo'xori
NMNX-224,0-20 sm,Loy,4.52363558,3.31,2.53,1.57,16.84,22,43,24,26.1063069952394,388569848.15,,7.72,4.03614477547787,8.03,1.6467324540825,2.54,Makkajo'xori
NTXM-233,0-20 sm,Loy,3.510404312,3.28,1.15,1.4,26.85,36,43,24,34.3569114550211,388936711.69,,8.76,4.76969370686379,12.03,3.16561966957015,,Makkajo'xori
NMNT-225,0-20 sm,Loy,6.030447288,3.09,4.11,1.46,26.42,22,44,24,40.9901068104101,388569848.15,,8.27,6,13.18,2.16722841591178,2.15,Makkajo'xori
NTTM-194,0-20 sm,Yengil qum,5.498340808,4.13,2.12,1.49,23.25,17,43,22,38.5304418543337,388569848.15,,9.74,2.96995539167649,6.99,3.045553577999,,Makkajo'xori
NMNX-20347,0-30,Yengil qum,4.61136408,3.44,2.71,1.55,19.15,8,45,15,42.0611581789816,388569848.15,,9.1,3.66241025639704,13.8,2.77620188952057,2.72,Makkajo'xori
NMNX-20468,0-20 sm,Loy,5.545219232,2.74,2.9,1.41,24.53,7,56,23,37.8070749374313,124411718.6,,12.36,3.21375750147616,6.26,1.66975828241574,2.06,Makkajo'xori
NTXM-233,0-20 sm,Loy,8.292875734,3.82,3.45,1.45,32.68,36,57,16,28.7352621951072,297387606.65,,10.72,6.58861154701695,9.06,2.18428365784041,2.42,Makkajo'xori
TSPD-2082,0-20 sm,Loy,3.828031463,1.33,1.57,1.39,35.63,11,45,19,27.6021072170961,388569848.15,,7.02,1.13309261248362,11.92,2.54443586568624,,Makkajo'xori
Karta-193,0-20 sm,Loy,8.869532817,2.1,4.22,1.54,28.23,6,36,22,49.7593691346705,388569848.15,25.6,9.6,6.22857605938542,3.93,2.40663710077092,1.84,Makkajo'xori
NTTM-195,0-20 sm,Loy,3.793575185,2.85,0.9,1.46,25.75,17,57,20,31.4952115038476,1510046985.36,23.84,8.86,5.19092529016702,11.13,1.47161691372844,2.62,Makkajo'xori
NMNX-20589,0-20 sm,Qumoq,4.193189124,4.26,3.16,1.3,31.14,4,47,20,55.4106222921877,2211512474.8,28.09,6.75,1.88779549476121,13.48,3.20776339258404,1.57,Makkajo'xori
NMNX-20710,0-20 sm,Qumoq,7.661537348,4.19,1.11,1.41,22.18,9,49,16,46.2930126963703,865359428.23,26.42,11.05,4.68759196386397,12.92,2.58672455830811,2.06,Makkajo'xori
NTXM-234,0-20 sm,Qumoq,9.392694614,5.42,3.18,,15.2,25,51,24,16.2920633322767,388569848.15,27.78,12.29,5.57610400465692,3.66,2.37451653533003,2.43,Makkajo'xori
TSPD-2083,0-20 sm,Loy,4.516154055,4.25,2.97,1.35,20.27,36,44,21,20,811086197.93,29.95,7.34,3.97009247269813,7.85,1.98019488502053,1.99,Makkajo'xori
Karta-194,0-20 sm,Yengil qum,5.794289715,,0.54,,28.79,21,38,20,,388569848.15,26.24,9.2,1.2,4.71,1.60387540558719,2.79,Makkajo'xori
NTTM-196,0-20 sm,Loy,7.354286985,2.88,3.8,1.45,18.51,37,57,20,44.3756068730591,330941650.28,26.38,8.68,2.34245750808229,5.9,2.46334029402275,2.37,Makkajo'xori
NMNX-20831,0-20 sm,Loy,5.993513566,5.17,0.95,1.3,19.66,32,48,18,60,2024930336.39,27.39,12.39,4.40970591043069,5.5,1,2.53,Makkajo'xori
NMNX-20952,0-20 sm,Yengil qum,8.620107545,5.42,1.25,,28.58,29,44,20,64.8250470420376,1027828662.01,29.41,8.76,1.2,12.65,2.11983704179621,1.98,Makkajo'xori
NTXM-235,0-20 sm,Loy,9.45949344,1.91,3.53,1.53,29.23,25,51,18,21.3699502321837,859270612.2,24.89,9.27,2.01632688409928,9.36,3.34559262545891,1.27,Makkajo'xori
TSPD-2084,0-20 sm,Loy,8.0344125,2.56,1.2,1.52,25.65,10,44,24,46.9417678174055,1843158849.18,29.05,10,4.30680763231246,4.95,2.17113855236812,2.61,Makkajo'xori
Karta-195,0-20 sm,Yengil qum,5.414492777,,2.01,1.24,25.83,23,35,18,42.723722306387,180520881.55,27.06,9.01,3.5645486937496,11.15,1.43344515544402,1.16,Makkajo'xori
NTTM-197,0-20 sm,Loy,6.276004336,3.29,3.47,1.55,24.68,9,60,23,58.3115177937365,388569848.15,21.83,9.55,3.00733244075768,14.81,1.60537398985765,2.83,Makkajo'xori
NMNX-21073,0-20 sm,Qumoq,9.160691747,4.59,4,1.61,25.25,3,58,21,32.2702162626434,605750260.05,27.76,10.87,6,5.57,2.28731422875531,,Makkajo'xori
NMNX-21194,0-20 sm,Loy,7.887658711,1.14,4.27,1.56,33.68,22,42,22,35.190638645254,2244801634.69,26.73,11.61,3.75793766352232,6.69,2.91847930918432,,Makkajo'xori
NTXM-236,0-20 sm,Qumoq,8.183844843,3.55,4.6,1.47,36.21,12,39,21,33.1406293117425,491903268.2,23.88,10.9,4.98639724357126,8.87,3.5,1.68,Makkajo'xori
TSPD-2085,0-20 sm,Loy,9.072011412,3.84,4.05,1.27,27.95,39,36,22,44.2376639978928,527365474.19,23.32,10.49,1,6.84,1.6733698139359,1.95,Makkajo'xori
Karta-196,0-20 sm,Qumoq,7.702287236,5.43,4.24,1.26,27.08,32,41,16,60,92799876.68,26.15,10.05,4.88788366781752,11.84,1.90284930078251,1.34,Makkajo'xori
NTTM-198,0-20 sm,Qumoq,5.88509677,4.53,0.56,1.35,23.69,30,41,15,34.5234765261583,388569848.15,27.65,8.33,2.79788846017035,8.03,2.53702009990893,1.41,Makkajo'xori
NMNX-21315,0-30,Loy,6.16496284,3.18,3.42,1.4,33.74,19,36,22,41.658746307038,1881997325.82,25.56,10.49,3.59846965665176,6.34,1.49707847169085,,Makkajo'xori
NMNX-21436,0-20 sm,Loy,3.504752314,4.89,1.77,1.32,17.52,4,46,15,36.2232774015643,329470291.59,22.22,10.02,4.19294505391995,10.1,1.84608888238872,2.48,Makkajo'xori
NTXM-237,0-20 sm,Loy,7.388007483,2.93,1.96,1.33,34.18,21,39,20,32.3984957622469,555359115.56,26.79,12.55,2.29823738244403,11.18,2.40203706686995,,Makkajo'xori
TSPD-2086,0-20 sm,Loy,8.340398059,2.17,4.33,1.45,17.22,35,57,25,53.8463834549544,1628619270.58,28.85,4.61,2.39251442055699,11.03,2.62303208112558,2.2,Makkajo'xori
Karta-197,0-20 sm,Qumoq,8.66077954,,,,36.38,22,55,24,64.2691516278361,2546949673.24,26.98,7.76,4.81461266975355,14.56,1.97796014668371,2.55,Makkajo'xori
NTTM-199,0-20 sm,Loy,3.558822825,4.99,0.66,1.25,26.51,35,51,17,28.8632634319047,865763910.91,26.15,8.35,2.73599017211578,9.92,2.09003094458133,1.43,Makkajo'xori
NMNX-1313,0-20 sm,Loy,5.9565851,1.27,4.56,1.61,36.29,17,56,17,54.4195556027805,1114586208.41,27.42,8.74,3.37975702417342,9.87,2.13326316002387,1.41,Makkajo'xori
NMNX-218,0-20 sm,Qumoq,9.416003106,,0.6,,26.93,28,57,17,20.8638863481545,300726195.73,28.45,11.09,4.20129827508305,9.68,2.69449287760181,1.41,Makkajo'xori
NTXM-227,0-20 sm,Loy,8.18422855,2.5,2.2,1.38,31.9,22,36,16,44.2408027529309,2546288112.32,18.7,7.46,1.72976260700304,8.08,2.80495389997074,1.87,Makkajo'xori
NMNX-219,0-20 sm,Yengil qum,5.131779302,5.61,0.94,1.29,31.44,11,41,19,30.7671101967862,588585303.5,28.05,11.42,2.91263051534226,9.03,2.74244622592055,1.22,Makkajo'xori
NTXM-228,0-20 sm,Loy,6.294130313,5.56,1.2,1.24,16.63,38,38,18,37.9961545579061,388569848.15,29.87,9.59,6,5.26,2.14401515862415,1.43,Makkajo'xori
NMNT-220,0-20 sm,Loy,7.991902443,0.98,4.94,1.65,17.33,23,37,24,41.9219303270806,388569848.15,28.68,,4.16239531660204,,2.30507588283251,2.34,Makkajo'xori
NTTM-189,0-20 sm,Loy,8.923095695,5.53,2.38,,15.34,25,35,20,60,388569848.15,19.24,5.43,2.48625913905722,4.99,1.84349508150373,,Makkajo'xori
NMNX-20583,0-20 sm,Loy,6.878498176,1.1,4.95,1.57,19.46,40,45,20,57.723588653169,388569848.15,29.81,10.57,4.89718809118822,13.82,1.75933269795937,2.39,Makkajo'xori
NMNX-20704,0-20 sm,Yengil qum,5.243634849,,0.59,,25.54,23,58,19,30.1625507106102,388569848.15,27.26,8.25,4.61715392045671,14.81,2.17427123303691,1.93,Makkajo'xori
NTXM-228,0-20 sm,Loy,7.550090941,1.71,3.64,1.59,22.3,2,56,23,31.0791526697492,388569848.15,29.59,9.01,6.04499631139278,9.07,2.55072560896832,2.93,Makkajo'xori
NMNX-220,0-20 sm,Loy,8.709291688,1.46,3.73,1.59,28.02,3,56,17,50.6211346709865,388569848.15,23.48,7.58,1,6.61,1.49268273977,2.55,Makkajo'xori
NTXM-229,0-30,Qumoq,7.792508068,3.21,4.79,1.45,35.74,26,51,25,60.3138146171868,667280345.89,26.67,13.09,6,3.93,2.76266564497408,2.74,Makkajo'xori
NMNT-221,0-20 sm,Loy,8.055908858,1.48,4.88,1.59,17.75,39,42,20,41.8226070876556,414155178.61,29.27,10.5,1.5,5.55,1.70555695155034,2.76,Makkajo'xori
NTTM-190,0-20 sm,Loy,4.397698806,2.17,2.81,1.63,26.08,27,59,20,54,2304400204.14,20.74,9.46,3.31410614003693,10.55,2.54674704328036,1.34,Makkajo'xori
NMNX-20584,0-20 sm,Qumoq,5.952384957,4.48,2.19,1.27,15.68,24,45,19,37.8094831451694,388569848.15,26.02,7.4,6.16834096017699,12.36,1.6351207150665,2.81,Makkajo'xori
NMNX-20705,0-20 sm,Loy,8.532078733,2.41,3.68,1.47,23.01,7,40,17,40.9665392892185,121981934.12,26.09,8.86,2.24349081621328,6.37,2.95811264107587,2.35,Makkajo'xori
NTXM-229,0-20 sm,Loy,7.224193642,1.3,3.87,1.55,28.66,15,45,23,29.6435489909391,282694305.07,26.15,6.8,2.50355954363493,8.59,3.25396671409414,1.26,Makkajo'xori
NMNX-221,0-20 sm,Yengil qum,4.931890506,4.69,1.04,1.33,25.88,26,52,23,34.4448164970803,500056846.05,19.5,9.03,2.00947940656701,11.38,2.51884347263866,1.5,Makkajo'xori
NTXM-230,0-20 sm,Yengil qum,4.626212446,4.49,1.18,1.37,20.24,20,45,16,47.5180768126671,1244594227,21.33,8.64,3.49871034893655,12.66,1.64090384021449,0.98,Makkajo'xori
NMNT-222,0-20 sm,Loy,5.026003659,0.93,5,1.65,34.07,34,54,24,22.1814566593023,198368786.99,18.26,10.41,4.09514586482536,6.64,3.10690503196577,1.16,Makkajo'xori
NTTM-191,0-20 sm,Loy,3.5253661,3.58,1.96,1.47,20.92,19,51,25,40.1372924495813,1333133913.01,25.18,9.12,1.91002981038329,9.15,1.74454191777363,,Makkajo'xori
NMNX-20585,0-30,Yengil qum,8.86979671,3.04,3.56,1.37,28.87,29,41,21,45.1232867494109,1121898769.68,28.72,10.51,4.56035113829477,13.56,1.94177097689465,,Makkajo'xori
NMNX-20706,0-20 sm,Loy,9.406887533,1.29,4.63,1.61,31.28,20,50,22,51.8060005362759,1442647979.43,27.85,9.3,5.17519817269897,9.44,2.8538611715828,1.11,Makkajo'xori
NTXM-230,0-20 sm,Loy,5.80428611,1.55,3.2,1.55,17.02,11,40,23,20.812344169393,339123256.61,27.45,,6.39194167323751,8.58,2.47773100821884,2.05,Makkajo'xori
NMNX-222,0-20 sm,Loy,8.35495812,2.83,2.59,1.6,31.82,15,54,15,38.2965049545816,178962628.92,29.04,7.94,4.44105805792236,6.84,2.70885646792685,2.59,Makkajo'xori
NTXM-231,0-20 sm,Loy,8.634929739,0.91,4.94,1.59,29.53,35,55,22,34.1307772902016,1779853401.75,24.67,7.43,1.5,8.63,1.23849802949938,1.66,Makkajo'xori
NMNT-223,0-20 sm,Loy,7.699200949,2.7,3.58,1.44,39.59,9,59,25,15,663383107.92,23.36,10.68,5.12976742261824,14.86,3.60391014902896,2.83,Makkajo'xori
NTTM-192,0-20 sm,Loy,5.261285926,1.13,3.86,1.48,23.41,40,45,18,23.3387608159891,2636315891.42,27.99,7.41,3.93381831522309,12.96,2.13157478997953,1.28,Makkajo'xori
NMNX-20586,0-20 sm,Loy,9.112771682,1.79,3.84,1.45,19.88,35,38,19,50.7752068605104,1335746741.16,27.45,10.22,3.45140343731422,7.83,3.20022746762352,1.74,Makkajo'xori
NMNX-20707,0-30,Yengil qum,4.605700542,4.05,3.36,1.57,23.29,14,58,17,26.8002504336959,388569848.15,20.03,9.32,5.19445716411356,11.79,1.7565507373737,2.74,Makkajo'xori
NTXM-231,0-20 sm,Loy,7.115994051,3.49,2.94,1.48,30.73,40,55,18,40.2339578548906,881907748.71,22.91,9.12,2.65897485422815,4.66,2.10845410588354,1.39,Makkajo'xori
NMNX-223,0-20 sm,Loy,7.214078621,4.52,4.51,1.39,31.92,18,36,23,24.3551500366457,388569848.15,29.35,10.77,3.60630684461369,14.38,2.83384523338284,2.75,Makkajo'xori
NTXM-232,0-20 sm,Loy,9.93509073,1.92,3.4,1.63,24.83,35,52,15,29.2351657376685,300045024.24,26.16,10.38,3.95756261969155,9.56,3.0998369334937,2.2,Makkajo'xori
NMNT-224,0-20 sm,Qumoq,8.914074888,5.15,3.51,1.31,38.62,4,59,22,60,2394924458.36,25.32,7.37,5.2944441350053,14.07,2.0872484963379,,Makkajo'xori
NTTM-193,0-20 sm,Loy,8.639586199,1.59,2.13,1.56,24.38,22,51,16,53.3499040277974,1350691410.75,26.75,12.38,2.18240971806185,13.59,2.99404572215356,,Makkajo'xori
NMNX-20587,0-20 sm,Loy,8.621514073,5.07,4.03,1.45,31.18,33,47,17,59.7109727219117,2410577734.3,25.55,11.82,3.16392604551585,13.86,2.66795913366159,2.85,Makkajo'xori
NMNX-20708,0-20 sm,Loy,5.838508699,2.34,4.56,1.55,33.95,2,51,17,36.0035679179651,62338096.45,26.32,9.11,5.29170684845806,7.43,2.8011261341116,1.02,Makkajo'xori
NTXM-232,0-20 sm,Yengil qum,3.532008668,4.54,3.2,1.38,15.84,16,51,21,29.7956344138362,77748215.16,22.87,7.74,2.11994170321959,7.73,2.94975890638274,2.38,Makkajo'xori
NMNX-224,0-20 sm,Loy,7.18530147,3.87,3.75,1.52,34.73,19,55,20,54,281985607.88,25.61,7.61,5.62124646017659,5.46,2.01534619998831,,Makkajo'xori
NTXM-233,0-20 sm,Loy,7.034214276,3.2,4.15,1.45,27.3,8,54,20,31.8465180641665,680882289.74,26.84,7.75,5.72388323527599,5.73,1.2,2.38,Makkajo'xori
NMNT-225,0-30,Loy,6.635968698,1.92,4.65,1.53,38.51,36,55,20,25.8900703464829,1650928171.94,22.19,12.19,2.94817566413384,8.53,2.16131380623138,,Makkajo'xori
NTTM-194,0-20 sm,Qumoq,6.828187499,3.92,2.49,1.27,32.12,10,56,16,31.3275491172983,590066925.26,23.88,9.47,2.951726072515,12.73,3.26570068272834,1.78,Makkajo'xori
NMNX-20588,0-20 sm,Yengil qum,6.89077995,3.88,1.35,1.3,24.31,22,56,17,50.7068087588723,275505739.62,27.45,9.68,3.90139749834752,10.69,1.99480939697069,2.09,Makkajo'xori
NMNX-20709,0-20 sm,Loy,7.165121109,1.87,4.09,1.41,18.65,9,57,24,43.6193409184897,2008286816.69,28.8,6.55,2.98363636526558,8.06,1.68323734767629,2.21,Makkajo'xori
NTXM-233,0-20 sm,Loy,6.935804256,2.83,2.03,1.51,26.45,34,59,23,45.7742498641463,388569848.15,26.31,10.55,3.22071094924247,6.58,2.39106592267694,1.45,Makkajo'xori
NMNX-225,0-20 sm,Qumoq,7.196774236,4.82,4.16,1.46,19.24,31,51,25,26.7194800255254,2489246771.46,27.56,6.8,4.83351748010743,9.83,1.2,2.41,Makkajo'xori
NTXM-234,0-20 sm,Yengil qum,6.990095452,5.23,1.21,1.3,35.99,0,49,18,28.3387640107462,1465493913.98,29.11,9.69,2.01354424876752,13.6,2.35068016742156,2.58,Makkajo'xori
NMNT-226,0-20 sm,Yengil qum,7.064782138,5.15,1.58,,15.66,21,39,20,52.031859900118,2050753783.45,23.93,6.31,1.87945577624377,7.71,2.14856325480637,1.07,Makkajo'xori
NTTM-195,0-20 sm,Qumoq,7.156563094,5.33,2.26,,37.16,28,35,22,35.7527099616226,1159128119.43,25.1,9.88,5.30755941392624,3.94,2.18133090785912,1.76,Makkajo'xori
