"Sample","Layer (cm)","Mechanical Composition","FC (%)","Soil Density (g/cm³)","pH","Soil EC (mS/cm)","Nitrogen (mg/kg)","Phosphorus (mg/kg)","Potassium (mg/kg)","Humus (%)","Mg (mg/kg)","S (mg/kg)","Zn (mg/kg)","Mn (mg/kg)","B (mg/kg)","Fe (mg/kg)","Cu (mg/kg)","Microorganisms (CFU/g)","crop"
"NMNX-2050","0-20 sm","Loy","20.95","1.43","6.443785385","4.13","121","45","22","1.48","396.43","69.28","1.38","8.97","0.38","6.2","1.8341698698118","427804947.78","Paxta"
"Jomboy_2731","0-20 sm","Qum","28.73","1.43","7.7232401510000015","1.62","121","47","16","1.06","377.64","36.33","3.52","11.12","0.41","5.8","2.8140342996139","253381358.69","Paxta"
"Samar_tt-1478","0-20 sm","Loy","14.06","1.28","5.947448589","2.69","129","60","22","0.67","359.38","64.6","1.62","5.99","0.24","6.94","1","224531768.4","Paxta"
"Jizzax_bug_770","0-20 sm","Qumoq","24.65","1.5","7.2277455160000015","2.09","107","45","25","1.35","380.13","49.83","3.25","11.93","0.43","5.68","2.6919228177314","685225771.56","Paxta"
"NMNX-2051","0-20 sm","Loy","20.18","1.48","6.219469084","0.84","122","59","18","1.41","409.38","53.49","","10.58","0.47","","2.9259283675173","114172861.52","Paxta"
"Jomboy_2732","0-20 sm","Gill","19.65","1.55","6.021439523","0.79","140","38","15","1.37","374","59.04","2.81","8.74","0.34","17.31","3.1144608820696","16912108.69","Paxta"
"Samar_tt-1479","0-20 sm","Qum","23.87","1.37","6.253343655","2.3","102","49","21","0.97","374.3","38.07","2.77","10","0.34","16.43","1.3163990099497","84199650.67","Paxta"
"Jizzax_bug_771","0-20 sm","Gill","26.68","1.37","6.187455798999999","2.68","111","40","25","","443.84","","2.61","10.96","0.56","5.37","1.5798496071666","305938885.29","Paxta"
"NMNX-2052","0-20 sm","Qumoq","19.55","1.41","7.0576933660000005","3.32","131","35","18","0.3","371.38","60.08","2.32","9.89","0.16","19.68","2.3474648339369","47476221.8","Paxta"
"Jomboy_2733","0-20 sm","Qumoq","18","1.45","6.720449769","4.29","135","43","16","1.23","393","49.12","2.47","12.25","0.29","5.88","2.853904447432","225384558.15","Paxta"
"Jizzax-bax-1225","0-20 sm","Qum","18.24","1.4","6.4316895060000006","4.82","100","46","18","1.68","400","61.86","2.71","10.03","0.54","9.64","2.5701330400566","550231304.38","Paxta"
"Jizzax-bax-1226","0-20 sm","Loy","19.67","1.44","7.453106264","4.14","123","39","24","1.18","383.18","48.78","3.72","11.68","0.45","16.4","1.2","528688304.91","Paxta"
"NMNT-138","20-40 sm","Qumoq","29.58","1.4","7.368258226","3.01","117","56","15","1.09","399.74","20.02","2.82","12.8","0.58","18.08","2.4095596167938","551706615.37","Paxta"
"NMNX-18","0-30","Loy","16.03","1.29","7.352401887","4.7","121","36","24","2.56","399.11","56.88","2.46","11.41","0.17","13.8","2.7809651788721","357551997.11","Paxta"
"NMNT-136","0-30","Qumoq","26.64","1.46","6.652143699","4.34","101","58","18","0.84","395.87","64.2","2.49","8.94","0.16","15.34","1.7560141218538","735389648.34","Paxta"
"NMNX-866","0-30","Yengil qum","26.75","1.42","6.144631795","2.87","107","42","24","2.39","386.88","68.8","2.2","8.64","0.59","11.69","2.6371678820913","18601446.75","Paxta"
"NTXM-153","0-30","Qumoq","23.57","1.31","7.318802162000001","2.97","100","41","22","2.33","397.28","76.14","3.55","10.97","0.43","11.36","3.1435344024191","488056706.54","Paxta"
"NMNX-141","0-30","Qumoq","19.86","1.51","7.954629324","0.9","125","39","21","2.12","352.32","","3.07","8.44","0.63","6.19","2.1038286860134","720229334.46","Paxta"
"NMNT-143","0-30","Loy","22.3","1.48","6.207652157","3.55","105","60","23","1.13","372.19","55.69","2.29","10.63","0.61","11.95","2.6761593125204","372122185.66","Paxta"
"NTXM-145","0-30","Yengil qum","18.33","1.57","6.631005298","1.61","102","46","19","","397.24","","2.27","7.27","0.53","19.53","2.511862082887","892501771.77","Paxta"
"NTTM-113","0-30","Qumoq","21.64","1.46","7.306918817000001","3.25","131","49","22","1.18","361.3","48.26","","13.69","0.72","6.4","1.885060103446","100370552.23","Paxta"
"NTXM-152","0-30","Qumoq","19.56","1.4","5.898293044","1.53","139","35","15","1.23","357.85","57.47","0.71","3.24","0.40","13.78","2.778161440933","77462486.18","Paxta"
"NMNX-144","0-30","Loy","26.46","1.57","7.238566893","4.72","108","36","19","1.61","376.75","54.93","2.31","7.3","0.50","13.35","1.5","695683207.05","Paxta"
"TSPD-2005","0-30","Qumoq","18.6","1.54","7.977651226","1.61","118","45","23","1.52","384.62","66.32","3.78","13.95","0.29","11.13","1.9610004417712","498979257.73","Paxta"
"NMNX-2076","0-30","Qumoq","17.01","1.48","5.983075895","2.44","107","51","22","1.95","364.11","48.44","2.65","9.62","0.45","19.56","1.3839466673875","337329334.99","Paxta"
"NMNX-139","0-30","Qumoq","12.37","1.48","6.785723961","3.34","125","60","17","1.21","395.39","","2.07","6.46","0.53","9.8","2.6579832130243","815754029.89","Paxta"
"NTXM-152","0-30","Loy","13.96","1.41","7.393441155","1.5","113","37","20","1.21","421.06","49.06","1.62","6.15","0.47","13.17","3.2659174286723","577539737.3","Paxta"
"NMNX-2197","0-30","Qumoq","15.96","1.48","6.486068274","1.78","131","52","16","0.91","358.18","52.52","2.19","12.51","0.60","9.3","2.9144203106168","37390413.85","Paxta"
"NTTM-111","0-30","Yengil qum","18.74","1.44","7.175934962","4.25","115","48","16","0.23","421.61","55.72","3.97","14.87","0.57","15.82","2.7545311575961","12681843.98","Paxta"
"NMNX-1466","0-30","Loy","27.74","1.53","7.388265887999999","2.44","113","38","25","1.27","389.24","64.88","3.21","13.45","0.28","16.32","2.4644259630993","46414863.6","Paxta"
"NTXM-152","0-30","Loy","33.56","1.5","6.10539819","2.65","111","41","18","0.76","381.72","63.49","2.7","10.67","0.42","","1.9108974946943","767321140.77","Paxta"
"NMNX-1468","0-30","Qumoq","19.9","1.36","6.419536555","3.31","111","53","19","1.57","372.86","69.94","1.01","4.76","0.41","9.19","2.2670601352166","820525474.68","Paxta"
"NMNX-145","0-30","Qumoq","39.2","1.6","6.307585854","0.68","122","48","16","1.42","395.97","64.05","0.68","7.01","0.48","13.96","2.2272082909151","133607003.48","Paxta"
"NMNX-2798","0-30","Yengil qum","21.19","1.51","6.93221485","1.67","108","46","17","1.97","389.34","","0.72","4.36","0.39","12.75","1.2379933197278","334291735.1","Paxta"
"NMNX-148","0-30","Qumoq","22.16","1.35","7.810865753","2.65","132","41","22","1.32","401.03","","1.25","5.34","0.42","12.73","2.0910838064229","","Paxta"
"NTXM-157","0-30","Qumoq","27.78","1.56","6.527541661","2.96","103","42","17","0.83","436.19","65.02","3.74","13.46","0.19","10.71","1.3051259042045","905210018.34","Paxta"
"NTTM-120","0-30","Loy","31.11","1.36","7.569454601","1.92","133","50","25","0.73","350.76","67.87","2.21","8.47","0.49","7.66","1.6832731102326","661006849.79","Paxta"
"NTXM-159","0-30","Yengil qum","15.82","1.58","7.041065585","3.66","127","37","18","0.97","378.24","52.7","1.86","8.58","1.12","13.54","2.3936924264749","","Paxta"
"NTXM-160","0-30","Loy","15.59","1.4","7.208795456","3.22","110","39","25","0.61","339.45","52.9","3.91","14.97","0.45","13.05","2.3141531099155","677033573.36","Paxta"
"NTTM-123","0-30","Qumoq","25.71","1.29","6.814341946","1.4","131","38","19","1.4","","54.92","3.92","13.18","0.60","5.05","1.8601875448541","32535292.96","Paxta"
"NMNX-4250","0-30","Loy","37.98","1.41","7.442217061","3.48","108","38","24","0.85","","83.76","3.11","12.88","0.75","14.98","1.0432280427995","178260547.97","Paxta"
"NMNX-4492","0-30","Qumoq","15.71","1.42","6.854558957","2.79","122","40","17","1.95","405.47","50.72","3.22","13.12","0.42","5.52","2.6870411887019","791011534.23","Paxta"
"NMNX-1600","0-30","Yengil qum","34.33","1.41","7.884550475","2.6","111","50","15","1.24","386.79","57.94","1.84","6.28","0.30","19.39","1.6165026313838","359462927.51","Paxta"
"NMNX-4613","0-30","Yengil qum","30.1","1.55","6.006085786","1.16","140","40","17","0.62","440.42","56.73","1.75","10.94","0.41","9.76","2.1291904949443","543760843.11","Paxta"
"NMNX-4734","0-30","Loy","38.3","1.56","7.432043735","2.28","100","40","20","2.55","427.45","62.63","3.14","11.21","0.82","10.29","2.6708334869695","666512885.59","Paxta"
"NMNX-5097","0-30","Qumoq","37.58","1.32","6.498052108","1.15","123","50","16","0.77","398.56","54.86","0.67","3.57","0.43","17.36","1.9874424799713","213096277.49","Paxta"
"NTXM-168","0-30","Qumoq","","1.32","6.205263534","0.86","107","36","21","2.09","361.64","62.23","0.72","5.3","0.43","17.47","1.6328124540791","272674210.45","Paxta"
"NMNX-6187","0-30","Qumoq","17.64","1.5","6.360812227","3.23","118","50","19","1.77","386.95","54.07","2.5","5.32","0.44","15.11","2.6591358317399","112296003.64","Paxta"
"NMNX-6307","0-30","Qumoq","39.91","1.45","7.0466074339999984","0.58","103","51","20","1.2","356.86","440.5","1","3.46","0.59","19.15","1.9147330070541","491559959.95","Paxta"
"NMNX-6912","0-30","Loy","34.04","1.49","7.947011366","3.54","133","57","19","0.54","427.93","399.72","2.33","12.14","0.21","12.8","1.698639020794","42903764.4","Paxta"
"NTXM-176","0-30","Yengil qum","18.52","1.27","6.281913857999999","3.47","129","47","20","1.6","388.89","438.17","2.91","6.95","0.35","16.59","1.6276077484852","96591131","Paxta"
"NMNT-169","0-30","Yengil qum","22","1.48","6.114525877","1","116","52","19","","397.48","457.42","","8.74","0.49","18.83","2.2568546070906","38093155.14","Paxta"
"NTTM-138","0-30","Yengil qum","19.68","1.58","6.7539780610000015","4.05","114","40","23","2.19","388.43","463.85","1.61","6.39","0.44","10.46","1.9771965853137","48978657","Paxta"
"NMNX-8243","0-30","Loy","29.84","1.28","7.4250413160000015","4.62","131","60","17","1.08","415.14","37.82","3.92","","0.32","18.14","2.2986087003155","698134287.88","Paxta"
"NMNX-8365","0-30","Qumoq","15.57","1.53","6.745104394","1.61","107","43","18","2.32","403.17","35.44","3.99","9.52","0.80","19.53","2.3783638332276","581015220.79","Paxta"
"NMNX-1616","0-30","Qumoq","26.94","1.54","7.6411165689999985","1.48","123","44","21","1.21","394.9","40.48","3.92","8.61","0.68","7.64","3.0513084595306","249803096.28","Paxta"
"NTXM-182","0-30","Qumoq","20.95","1.44","6.470135478","4","112","49","25","1.33","367.42","42.79","3.92","8.85","0.37","18.13","1.2","817379172.05","Paxta"
"NTXM-182","0-30","Yengil qum","19.03","1.39","7.091992365","1.9","119","44","15","1.47","381.91","31.33","3.95","9.52","0.36","14.96","2.0438862087344","433592398.65","Paxta"
"NTXM-183","0-30","Qumoq","31.43","1.27","6.520403794","4.94","130","59","19","0.89","404.06","31.38","3.99","8.76","0.74","12.84","2.0680953436315","521913149.22","Paxta"
"NTTM-146","0-30","Qumoq","18.32","1.54","6.127939627999999","0.67","127","53","24","2.07","396.79","38.64","3.97","9.62","0.41","9.07","2.6923026548672","815133422.94","Paxta"
"NMNT-178","0-30","Yengil qum","33.93","1.44","7.994679507000001","4.13","134","52","18","1.68","365.15","36.1","3.95","9.91","0.74","14.2","2.6600932121117","261653379.47","Paxta"
"NMNX-1625","0-30","Qumoq","23.32","1.6","7.524707577","4.73","109","36","18","2.14","380.14","33.47","3.96","8.97","0.34","17.54","2.0408873871706","19048396.7","Paxta"
"NTTM-151","0-30","Loy","18.51","1.52","7.827877817999999","1.17","100","48","17","0.82","405.72","36.97","3.95","7.55","0.40","12.44","3.6784376825546","828346368.77","Paxta"
"NMNX-181","0-30","Qumoq","27.18","1.44","6.436691764","4.61","132","52","19","2.94","387.48","34.26","3.97","6.53","0.14","12.21","2.6695124399108","814370223.54","Paxta"
"NTXM-193","0-30","Qumoq","22.6","1.36","5.907930899","3.75","102","37","25","1.58","387.37","38.92","3.99","7.88","0.26","11.55","3.2194439775345","883713859.47","Paxta"
"NTXM-193","0-30","Qumoq","31.9","1.58","6.135025006","2.83","111","39","22","0.92","392.84","32.23","3.97","8.5","0.21","15.69","3.5","501898139","Paxta"
"NTXM-195","0-30","Loy","19.52","1.56","6.044556594","0.54","117","51","15","1.07","376.14","43.84","3.97","9.75","0.34","18.83","1.4229630157277","818705855.71","Paxta"
"NTXM-196","0-30","Qumoq","33.81","1.39","7.59781958","0.92","136","36","24","0.36","407.21","41.87","3.99","8.79","0.34","19.53","2.645292630687","570643464.51","Paxta"
"NMNX-1632","0-30","Qumoq","32.22","1.39","6.691268104","2.03","134","56","18","2.03","360.97","36.23","3.94","6.64","0.43","14.02","1.5112497053656","39240471.23","Paxta"
"NMNX-1830","0-30","Qumoq","21.31","1.45","6.1754923060000015","4.61","112","54","15","0.62","377.32","38.47","3.99","8.23","0.35","","3.3551266197131","877233389.21","Paxta"
"NTXM-152","0-30","Loy","19.01","1.45","7.272316208999999","1.62","105","56","15","2.01","381.65","47.36","3.96","8.21","0.41","6","1.6282758468783","646724570.53","Paxta"
"NTTM-114","0-30","Qumoq","28.84","1.57","5.801047545","3.43","140","45","15","2.3","423.33","34.02","3.93","9.35","0.79","13.5","1.8094404415726","774196707.67","Paxta"
"NMNX-1831","0-30","Qumoq","37.95","1.44","6.757457943","3.62","126","46","25","2.51","342.44","40.43","3.98","6.46","0.33","8.93","2.6790976699757","171348657.91","Paxta"
"NTXM-154","0-30","Yengil qum","37.72","1.58","6.983395572999999","3.47","106","49","24","1.25","373.25","39.35","3.99","8.8","0.16","17.86","1.331016751797","846484407.67","Paxta"
"NMNX-2314","0-30","Qumoq","16.83","1.45","7.976889497999999","3.33","121","53","19","2.11","392.22","38.69","3.97","7.72","0.16","5.87","1.8207513661313","129179622.02","Paxta"
"NTXM-155","0-30","Qumoq","15.69","1.52","6.558902588","4.96","108","60","17","1.77","453.59","41.15","3.98","9.39","0.49","17.28","1.874816330362","","Paxta"
"NMNX-4479","0-30","Qumoq","34.36","1.36","7.979090365","3.91","116","56","17","0.31","356.9","33.1","3.96","8.62","0.36","13.71","2.0453456492314","55073366","Paxta"
"NTXM-155","0-30","Qumoq","26.46","1.49","7.903528672999999","2.55","100","52","19","2.34","424.23","41.5","3.93","6.25","0.26","12.86","2.1531744477383","529391152.07","Paxta"
"NTXM-157","0-30","Loy","32.3","1.38","6.73210948","4.89","129","43","16","1.36","365.68","39.86","","6.4","0.15","18.42","1.5892266648462","11600709.11","Paxta"
"NTXM-157","0-30","Yengil qum","35.72","1.25","6.6916904760000016","1.03","118","44","23","1.32","396.36","37.07","","8.39","0.15","16.69","1.6927721905354","117097301.87","Paxta"
"NMNX-149","0-30","Loy","26.13","1.63","7.839849298","4.18","117","43","25","1.2","417.57","27.57","","8.41","0.20","","2.5763006347804","749172332.67","Paxta"
"NTTM-120","0-30","Loy","35.13","","6.61448588","2.4","126","37","21","0.68","384","22.74","","8.2","0.37","18.52","2.7188783287517","547418955.78","Paxta"
"NTXM-160","0-30","Qumoq","22.29","","7.456971816","4.54","120","48","16","1.27","432.14","29.11","","5.91","0.36","17.35","1.4492203383219","632444085.75","Paxta"
"NMNT-154","0-30","Yengil qum","24.46","","7.2942193","1","102","45","16","0.57","383.08","24.41","","10.04","0.37","15.39","2.3156173816177","79181603.5","Paxta"
"NTXM-166","0-30","Loy","27.56","","7.8","2.41","9.11","101","32","1.67","379.26","29.06","1.7","8.98","0.79","10.08","2.2516317939644","195337977.23","Bug'doy"
"2","","","35.7","1.89","8.2","1.16","39.86","58","10","0.73","0.5","28.97","0.8","9.2","0.37","13.08","3.0941408288905","807313859.7","Bug'doy"
"3","0-30","Loy","20.63","1.41","7.9","0.74","40.23","115","8","0.62","0.4","24.55","1.4","8.03","0.29","5.33","2.4035998582767","","Sabzi"
"4","0-30","Qumoq","32.11","1.73","7.9","1.13","44.89","130","30","1.04","0.7","25.09","1.8","9.3","0.15","16.76","2.527560384118","635742374.36","Paxta"
"5","0-30","Yengil qum","21.06","1.46","8.8","2.12","35.93","17","4","0.10","0.5","28.3","0.3","9.64","0.26","6.38","1.6940178866652","518428977.66","Bug'doy"
"6","0-30","Loy","30.07","1.51","8.3","0.62","8.56","40","8","0.22","0.5","22.73","0.9","8.06","0.21","13.29","3.3443468021616","1122167580.98","Bug'doy"
"7","","","32.69","1.83","8.7","0.55","33.25","21","12","0.08","0.4","28.3","0.3","8.06","0.43","17.78","1.7790332679345","718218703.01","Sabzi"
"8","0-30","Loy","38.57","1.42","8.3","2.44","18.79","53","12","0.41","0.4","24.75","0.8","7.52","0.45","18.89","2.2859957684909","857128407.09","Paxta"
"9","0-30","Qumoq","37.06","1.81","8.0","0.89","42.8","72","15","0.45","0.5","22.95","1.2","10.27","0.71","7.51","2.1239283463689","138126179.14","Bug'doy"
"10","0-30","Yengil qum","27.91","1.45","8.3","2.43","57.55","47","21","0.28","0.5","20.93","0.6","8.73","0.15","5.15","1.3323658518177","1663952891.85","Bug'doy"
"11","0-30","Loy","31.23","1.44","8.5","1.9","10.58","46","17","0.13","0.4","29.33","0.5","6.99","0.17","17.62","2.0680510935851","","Sabzi"
"12","","","38.79","1.72","8.1","2.52","46.47","58","13","0.36","0.4","26","0.7","7.84","0.21","18.77","1.5426735754027","","Paxta"
"13","0-30","Loy","34.25","1.4","8.7","1.64","49.1","31","12","0.55","0.4","26.26","0.3","7.3","0.14","16.83","0.1","","Bug'doy"
"14","0-30","Qumoq","31.52","1.31","8.6","0.63","47.92","41","10","0.54","0.4","18.81","0.4","9.77","0.19","14","0.1","681283377.19","Bug'doy"
"15","0-30","Yengil qum","38.97","1.37","8.6","4.75","20.77","56","7","0.90","0.4","25.65","0.4","7.77","0.17","9.23","0.1","421430268.92","Sabzi"
"16","0-30","Loy","40.08","1.64","8.7","2.88","19.18","41","4","0.10","0.4","","0.4","8.93","0.37","5.35","0.1","984854419.96","Paxta"
"17","","","34.87","1.58","7.9","2.46","34.07","11","10","0.77","0.5","50.5","1.6","","0.26","12.01","0.4","","Bug'doy"
"18","0-30","Loy","33.46","1.56","7.7","3.23","13.01","95","13","0.83","0.6","44.83","1.3","6.13","0.22","","0.2","1624482674.17","Bug'doy"
"19","0-30","Qumoq","31.16","1.83","8.1","3.65","60.81","64","7","0.35","0.4","58.99","0.5","","0.37","10.3","0.1","270901523.6","Sabzi"
"20","0-30","Yengil qum","39.73","1.34","7.8","3.65","24.01","114","17","1.78","0.6","53.91","1.7","8.34","0.14","13.76","0.3","1709939261.39","Paxta"
"21","0-30","Loy","38","1.75","8.0","3.74","9.48","109","12","0.46","0.6","53.16","1.2","8.54","0.15","12.01","0.1","567080641.37","Bug'doy"
"22","","","31.22","1.82","8.7","4.89","38.31","21","6","0.19","0.4","46.98","0.1","7.7","0.15","12.08","0.1","1539714294.32","Bug'doy"
"23","0-30","Loy","38.47","1.48","8.1","2.57","34.89","81","","0.57","0.4","76.12","0.7","6.41","0.29","14.15","0.1","1152550310.31","Sabzi"
"24","0-30","Qumoq","38.01","1.51","7.7","3.4","17.03","49","15","0.88","0.5","55.31","0.5","8.44","0.17","11.12","0.1","289938853.93","Paxta"
"25","0-30","Yengil qum","32.95","1.71","","3.76","8.85","160","35","2.25","0.6","68.05","2.9","10.2","0.52","8.96","0.9","1171129263.85","Bug'doy"
"26","0-30","Loy","31.01","1.84","7.9","3.95","22.23","76","19","0.65","0.5","37.35","0.9","5.79","1.26","9.46","0.1","479782529.63","Bug'doy"
"27","","","40.44","1.77","7.9","2.85","31.8","61","22","0.58","0.6","43.43","0.8","9.83","1.03","10.33","0.1","496443291.18","Sabzi"
"28","0-30","Loy","32.22","1.66","8.4","2.6","14.27","49","13","0.11","0.4","40.85","0.5","8.11","0.44","12.24","0.1","48261102.13","Paxta"
"29","0-30","Qumoq","38.37","1.67","8.6","1.76","35.05","36","9","0.21","0.4","60.66","0.3","10.11","0.48","10.57","0.1","179210708.61","Bug'doy"
"30","0-30","Yengil qum","32.34","1.54","8.3","1.91","8.64","57","13","0.33","0.5","39.08","0.6","9.28","0.30","13.97","0.2","1945804428.46","Bug'doy"
"31","0-30","Loy","42.87","1.75","8.4","4.69","18.27","59","15","0.39","0.6","54.14","0.7","9.52","0.14","","0.1","658454784.98","Sabzi"
"32","","","37.13","1.59","8.8","4.44","24.95","21","14","0.12","0.5","59.54","0.2","8.23","0.15","9.83","0.1","1512259174.48","Paxta"
"33","0-30","Loy","36.14","1.42","8.0","0.63","16.05","67","13","0.84","0.3","46.69","0.5","7.97","0.11","12.72","0.1","1881157555.12","Bug'doy"
"34","0-30","Qumoq","30.44","1.79","8.0","4.73","55.33","70","14","0.28","0.4","42.09","0.6","7.56","0.14","12.96","0.1","156301363.56","Bug'doy"
"35","0-30","Yengil qum","30.77","1.37","7.9","1.26","17.56","125","15","0.76","0.5","57.99","1.5","8.19","0.27","9.65","0.3","","Sabzi"
"36","0-30","Loy","35.82","1.63","7.8","0.97","27.04","129","19","0.92","0.5","61.48","1.7","6.01","0.13","11.47","0.3","1054734590.19","Paxta"
"37","","","30.12","1.62","8.4","4.63","50.83","44","11","0.26","0.4","57.92","0.4","8.87","0.12","11.25","0.1","438340287.36","Bug'doy"
"38","0-30","Loy","30.56","1.48","8.4","3.97","10.16","50","9","0.13","0.3","54.86","0.4","7.48","0.11","11.31","0.1","136165602.06","Bug'doy"
"39","0-30","Qumoq","39.82","1.68","7.7","2.64","14.96","123","23","2.08","0.5","36.42","1.3","9.46","0.12","12.06","0.2","148641186.48","Sabzi"
"40","0-30","Yengil qum","34.35","1.76","7.8","4.6","14","128","15","0.65","0.4","45.41","1.2","9.78","0.12","12.55","0.2","1226906251.64","Paxta"
"41","0-30","Qumoq","31.64","1.64","7.9","4.78","21.09","84","18","0.82","0.8","80.7","1.3","12.67","0.33","11.38","0.1","692413927.21","Bug'doy"
"42","0-30","Loy","40.81","1.62","8.0","1.28","19.29","89","14","0.63","0.5","68.55","1.0","9.16","0.12","11.75","0.1","","Bug'doy"
"43","0-30","Qumoq","33.43","1.75","7.9","4.43","28.7","81","18","0.87","0.5","59.63","1.0","10.72","0.26","14.09","0.1","1987566175.41","Sabzi"
"44","0-30","Loy","33.66","1.6","7.8","2.2","47.52","95","16","0.51","0.5","70.36","1.3","8.85","0.27","12.37","0.1","586253714.17","Paxta"
"45","0-30","Yengil qum","38.34","1.55","7.8","0.93","41.39","129","20","0.80","0.5","47.29","1.3","5.51","0.30","11.13","0.1","743141569.46","Bug'doy"
"46","0-30","Yengil qum","45.91","1.44","7.7","2.12","46.2","","16","1.38","0.5","43.5","1.9","3.32","0.76","13.26","0.4","252538752.35","Bug'doy"
"47","0-30","Qumoq","37.49","1.42","8.1","0.62","46.48","111","17","0.43","0.6","59.69","2.8","8.5","0.62","10.6","0.2","286931706.36","Sabzi"
"48","0-30","Qumoq","41.72","1.47","7.9","1.87","20.25","129","16","0.73","0.8","33.61","2.7","6.46","0.56","13.06","0.4","1023191589.83","Paxta"
"49","0-30","Yengil qum","36.54","1.55","8.0","4.46","28.82","66","13","0.68","0.4","58.44","0.7","8.96","0.25","12.61","0.1","135843443.96","Bug'doy"
"50","0-30","Loy","34.74","1.77","8.0","4.76","22.15","55","11","0.55","0.4","51.86","0.7","13.25","0.26","","0.1","","Bug'doy"
"51","0-30","Yengil qum","33.15","1.68","7.8","4.41","27.76","61","21","0.64","0.4","42.36","0.9","3.03","0.37","11.15","0.2","127365049.43","Sabzi"
"52","0-30","Qumoq","33.34","1.63","8.0","3.58","24.4","61","7","0.82","0.3","","0.8","4.63","0.28","12.23","0.2","49725703.79","Paxta"
"53","0-30","Qumoq","33.41","1.5","8.2","1.39","22.65","51","5","0.54","0.3","34.96","0.4","13.67","0.14","14.93","0.1","1763512372.02","Bug'doy"
"54","0-30","Yengil qum","42.8","1.66","8.2","2.21","15.22","48","6","0.36","0.3","37.44","0.4","9.15","0.14","8.59","0.1","2240082676.43","Bug'doy"
"55","0-30","Yengil qum","32.68","1.65","8.1","3.48","43.7","59","5","0.26","0.3","48.18","0.5","10.96","0.16","10.32","0.1","1641179403.73","Sabzi"
"56","0-30","Qumoq","31.16","1.43","8.3","1.6","23.99","58","7","0.37","0.3","58.03","0.5","5.34","0.15","","0.1","2607144611.9","Paxta"
"57","0-30","Yengil qum","37.49","1.54","8.1","4.92","39.37","50","5","0.54","0.4","38.93","0.4","8.44","0.20","13.45","0.2","1560003339.59","Bug'doy"
"58","0-30","Yengil qum","33.76","1.41","8.0","2.97","8.36","69","7","0.42","0.4","37.4","0.5","","0.19","9.43","0.1","1856008018.08","Bug'doy"
"59","0-30","Qumoq","32.34","1.86","7.9","3.7","23.32","90","9","0.68","0.4","46.97","1.0","9.01","0.37","13.24","0.2","","Sabzi"
"60","0-30","Yengil qum","41.78","1.42","7.9","3.53","31.4","84","","1.00","0.4","46.74","0.8","3.34","0.30","14.25","0.1","726236070.95","Paxta"
"61","0-30","Yengil qum","31.47","1.7","8.3","1.78","9.57","48","8","0.28","0.3","51.17","0.3","","0.16","13.51","0.1","752523043.46","Bug'doy"
"62","0-30","Yengil qum","39.37","1.78","8.4","3.44","11.29","41","8","0.08","0.3","66.81","0.3","9.44","0.10","15","0.1","1686378746.72","Bug'doy"
"63","0-30","Loy","35.61","1.81","7.8","4.99","29.55","104","10","0.66","0.5","61.47","1.0","8.45","0.43","11.08","0.2","","Sabzi"
"64","0-30","Yengil qum","33.04","1.58","7.6","0.64","35.76","120","16","","0.8","51.96","1.5","8.58","0.65","10.03","0.3","1706763540.04","Paxta"
"65","0-30","Yengil qum","39.2","1.36","8.2","1.97","50.67","41","5","0.39","0.3","41.13","0.5","","0.22","11.61","0.1","2392994271.08","Bug'doy"
"66","0-30","Qumoq","40.68","1.47","7.9","3.7","53.48","69","13","0.58","0.4","54.49","0.6","6.01","0.20","12.35","0.1","1826987319.35","Bug'doy"
"67","0-30","Loy","41.21","1.33","7.7","3.53","47.71","81","14","0.95","0.5","61.85","0.8","7.34","0.36","","0.1","1069898987.49","Sabzi"
"68","0-30","Yengil qum","40.58","1.44","7.8","1.34","32.46","83","12","0.65","0.5","34.67","1.0","","0.46","9.34","0.1","388963362.7","Paxta"
"69","0-30","Yengil qum","37.34","1.54","8.2","4.29","55.61","49","11","0.43","0.6","53.58","0.5","6.27","0.35","12.43","0.1","1956437195.47","Bug'doy"
"70","0-30","Loy","32.85","1.34","8.3","1.55","37.12","70","10","0.31","0.5","43.6","0.5","9.94","0.27","11.26","0.1","","Bug'doy"
"71","0-30","Yengil qum","41.95","1.57","8.3","3.28","23.64","41","7","0.27","0.5","52.53","0.4","8.06","0.35","13.53","0.1","","Sabzi"
"72","0-30","Loy","33.59","1.44","8.1","1.85","16.49","37","11","0.09","0.5","35.98","0.3","7.21","0.29","10.82","0.1","423262743.91","Paxta"
"73","0-30","Qumoq","41.98","1.71","8.0","2.75","17.59","84","11","0.46","0.5","53.74","0.8","11.18","0.24","11.87","0.1","752605889.74","Bug'doy"
"74","0-30","Yengil qum","45.18","1.55","8.1","3.15","27.5","64","11","0.32","0.4","67.29","0.6","6.89","0.22","13.52","0.1","1272036340.92","Bug'doy"
"75","0-30","Qumoq","41.05","1.7","8.4","3.64","38.37","39","6","0.38","0.4","61.62","0.4","9.67","0.20","13.92","0.1","","Sabzi"
"76","0-30","Yengil qum","34.81","1.45","8.4","2.36","20.13","32","6","0.21","0.3","49.76","0.2","7.37","0.15","9.39","0.1","1872563608.79","Paxta"
"77","0-30","Qumoq","30.13","1.49","8.3","3.4","27.57","52","11","0.23","0.5","59.69","0.6","8.29","0.34","10.78","0.1","370927091.16","Bug'doy"
"78","0-30","Loy","40.16","1.47","8.1","3.79","48","52","12","0.25","0.5","82.52","0.6","8.42","0.34","13.52","0.1","407912083.23","Bug'doy"
