Namuna,Qatlam (sm),Mexanik tarkib,pH,Gumus (%),Tuproq EC (mS/cm),Tuproq zichligi (g/sm3),DNS (%),Azot (mg/kg),Fosfor (mg/kg),Kaliy (mg/kg),Mg (mg/kg),Mikroorganizmlar (CFU/g),S (mg/kg),Fe (mg/kg),Zn (mg/kg),Mn (mg/kg),Cu (mg/kg),B (mg/kg),Ekin
NMNX-47205,0-30,Loy,7.31,2.8,0.54,1.49,19.52,37.59,24.46,451.78,37.0000873236933,12978795.21,59.46,12.39,2.3472774939109,18.7337882982266,2.49623030186156,1.57,Paxta
NMNX-47326,0-30,Loy,8.97,0.98,0.59,1.66,22.97,16.69,10.07,353.18,16.618453706135,5191518.08,38.63,9.51,4.76860249600055,12.6991149618245,2.66991770126618,,Paxta
NTXM-340,0-30,Gill,6.09,1.81,0.75,1.66,18.36,33,16.59,347.24,42.4261420968263,86749747.6,61.57,7.83,5.41067939646159,9.88111781493644,1.23655013005414,,Paxta
NMNX-332,0-30,Loy,8.32,2.62,0.81,1.44,12.03,39.06,21.25,361.07,59.8345932140397,52049848.56,28.06,9.04,2.28620288377528,13.4823926055426,3.9420346966629,,Paxta
NTXM-341,0-30,Yengil qum,7.83,0.91,0.91,1.75,10.55,13.47,11.81,330.97,52.8259938188087,20819939.42,58.6,11.27,4.79588765748244,12.4115240420633,1.8829809130002,2.04,Paxta
NMNT-333,0-30,Gill,6.59,3.1,0.9,1.63,26.39,51.06,24.93,377.09,15,23530082.88,48.54,9.77,4.93722078634435,13.7411449606314,1.48076322348033,2.46,Paxta
NTTM-302,0-30,Yengil qum,8.38,2.56,,1.37,21.42,40.06,23.01,428.38,47.0361808885853,14118049.73,58.72,10.79,,9.75950691886643,1.42686348610211,1.86,Paxta
NMNX-47206,0-30,Yengil qum,8.88,1.34,,1.62,19.91,17.65,12.66,335.04,37.5562296353128,5647219.89,54.7,6.09,1.52686886934633,8.5147351064535,2.23090982743002,1.86,Paxta
NMNX-47327,0-30,Qumoq,8.69,3.38,,1.29,21.61,50.2,26.55,452.69,42.8106618892782,,63.9,9.06,3.5646319112739,15,2.9,2.22,Paxta
NTXM-341,0-30,Loy,6.08,3.54,1.36,1.42,16.86,50.98,27.67,427.08,20,11871189.26,62.21,8.12,1,11.817057914937,1.90270527385774,1.9,Paxta
NMNX-333,0-30,Qumoq,6.13,2.66,1.27,1.38,13.74,43.96,25.17,393.94,51.259987432042,4748475.7,51.81,12.07,3.96327459015218,10.4975482088285,2.42616665730967,2.25,Paxta
NTXM-342,0-30,Qumoq,6.92,4.2,1.46,1.25,29.52,67.7,35.61,537.24,43.9021148407735,53195887.73,47.39,11.36,2.62195459771837,9.74574176089861,2.0337550411193,1.72,Paxta
NMNT-334,0-30,Loy,7.11,2.34,0.96,1.53,20.58,40.25,18.92,379.87,17.0618462724645,,68.86,7.92,6,7.76784193872938,1.84689922996986,2.47,Paxta
NTTM-303,0-30,Yengil qum,7.49,2.54,0.8,1.67,14.01,33.25,19.52,414.74,48.7952072304592,12767013.06,41.85,11.81,2.25734923742195,15.5036848335465,1.62572631778618,2.35,Paxta
NMNX-47207,0-30,Qumoq,6.87,3.75,1.01,1.32,22.28,63.67,33.38,466.28,27.1597072289299,119223947.19,52.85,8.46,1.2,7.78188158321057,3.71054347327392,2.57,Paxta
NMNX-47328,0-30,Qumoq,6.44,3.27,0.84,1.55,29.13,60.19,32.39,457.22,44.5658730067864,71534368.32,62.23,9.96,5.83146979263899,15.9144081549034,1.65070635610458,2.02,Paxta
NTXM-342,0-30,Loy,7.01,1.56,0.87,1.72,16.22,23.68,14.48,345.9,34.6433473562346,28613747.33,62.26,11.51,2.63541508346759,11.0270504302006,1.2,0.79,Paxta
NMNX-334,0-30,Yengil qum,6.72,3.66,1.08,1.33,22.48,62.1,30.31,497.38,42.2768765697497,66547360.25,,12.19,2.70518259782786,19.5924127925199,2.77144452386473,2.37,Paxta
NTXM-343,0-30,Yengil qum,6.23,3.46,1.77,1.32,23.13,68.41,29.69,452.68,39.7085950787105,39928416.15,71.4,11.08,1.79389831898845,12.2444442703378,3.19638546294083,1.24,Paxta
NMNT-335,0-30,Qumoq,7.61,3.07,1.84,1.29,25.07,43.87,23.59,437.66,17.9555642264959,15971366.46,53.52,9.46,1.42015757744001,12.8537864591256,2.12934899349074,1.44,Paxta
NTTM-304,0-30,Yengil qum,7.39,1.61,1.64,1.65,18.19,26.85,12.22,358.39,32.0396590857227,,73.34,8.38,4.84163568642658,,1.55698019139101,2.11,Paxta
NMNX-47208,0-30,Gill,7.94,0.89,1.52,1.62,29.4,16.32,8.82,341.79,24.9645094781624,51574770.66,50.35,6.7,6.43713561984353,10.3622444132441,1.38373383222585,2.14,Paxta
NMNX-47329,0-30,Loy,8.97,1.75,1.6,1.53,25.38,23.4,14.07,402.31,56.7499551987482,20629908.26,41.46,8.29,5.09362416731134,12.0283236746924,2.17916873773958,,Paxta
NTXM-343,0-30,Gill,8.12,0.63,1.06,1.76,22.5,15.73,9.45,325.77,32.2867454197096,26450709.96,53.63,10.15,4.45691252713636,12.9227064783576,1.25646111567005,,Paxta
NMNX-335,0-30,Yengil qum,6.02,3.35,1.23,1.37,14.19,58.4,31.74,455.02,62.3474211366244,15870425.98,53.65,7.93,2.74424623872349,9.48891910475288,1.69036908385603,1.33,Paxta
NTXM-344,0-30,Gill,8.43,2.18,1.45,1.55,18.64,39.31,17.96,433.09,58.3314709696275,6348170.39,53.53,8.05,5.75544150164602,13.0087403195355,1.6085257939925,1.21,Paxta
NMNT-336,0-30,Yengil qum,7.3,2.44,1.07,1.44,19.21,44.03,19.82,410.94,54,38087562.67,64.29,11.48,2.36223490900944,12.1866261089946,1.30947814858932,0.77,Paxta
NTTM-305,0-30,Loy,7.24,2.85,1.32,1.48,15.37,45.16,24.43,411.49,40.3656203147553,22852537.6,57.43,6.6,2.84527353393781,11.6324013793999,1.65232549639077,,Paxta
NMNX-47209,0-30,Loy,6.83,3.51,1.46,1.42,21.02,53.26,34.28,459.73,30.0445467133754,9141015.04,59.22,11.89,2.36870869095995,9.88680794141573,1.22100654729794,2.22,Paxta
NMNX-47330,0-30,Yengil qum,6.56,3.91,1.5,1.37,21.36,58.78,30.07,498.58,43.0619630865795,42627226.42,45.12,9.6,2.84619898834527,8.60599669492711,3.46387250712781,1.85,Paxta
NTXM-344,0-30,Gill,7.83,1.35,1.64,1.7,23.28,24.93,14.81,362.06,35.0654744398101,25576335.85,48.56,5.67,5.89219763319054,9.53021377964457,2.1794764968827,2.45,Paxta
TSPD-2193,0-30,Yengil qum,8.61,1.84,1.53,1.45,16.26,25.22,16.03,388.62,47.4924915579669,10230534.34,57.07,10.94,2.04428431546758,7.70988401780153,2.4488091101288,1.69,Paxta
Karta-304,0-30,Gill,8.81,1.24,1.48,1.64,19.76,15.74,11.69,351.24,25.5392468215031,117117831.28,,8.21,1.2,16.0801707995818,2.5796638567789,1.09,Paxta
NTTM-306,0-30,Yengil qum,6.59,3.9,1.38,1.28,22.19,70.64,30.94,473.3,54.4645132067035,70270698.77,48.55,12.76,2.82831741128077,11.2444127251535,1.68461677735296,1.74,Paxta
NMNX-47451,0-30,Loy,6.35,4.52,1.08,1.25,27.97,80.24,35.56,496.78,40.0771281206717,28108279.51,53.98,8.84,7,15.8521995205345,1.40316061570456,1.1,Paxta
NMNX-47572,0-30,Gill,6.65,1.52,1.09,1.52,29.04,30.82,20.09,339.55,41.669655519602,58403221.31,52.1,12.36,6.34138586380258,10.5845789180666,1.78313280459804,,Paxta
NTXM-345,0-30,Qumoq,8.23,3.05,1.21,1.42,22.2,49.33,22.74,403.88,25.8761370634935,35041932.79,65.17,11.06,3.61015188983587,18.159840440657,3.5,1.19,Paxta
TSPD-2194,0-30,Yengil qum,6.87,2.98,1.06,1.35,26.02,50.02,25.09,430.04,28.3698895040733,14016773.11,42.61,8.26,3.94787024372592,,2.680972013243,1.15,Paxta
Karta-305,0-30,Yengil qum,7.59,2.32,0.98,1.42,18.57,41.31,19.68,397.93,33.3374049011008,66854823.15,56.22,7.59,1,14.7078783978886,1.37777226761542,2.04,Paxta
NTTM-307,0-30,Yengil qum,6.97,2.14,1.02,1.46,13.52,36.39,17.17,367.7,15,40112893.89,56.18,4.9,3.77961735302424,7.32377349274528,2.69935895960436,1.57,Paxta
NMNX-47693,0-30,Loy,8.51,1.62,0.57,1.67,16.21,32.02,14.7,383.92,28.3307619305224,16045157.56,62.64,10.21,4.53855193170187,15,2.16418329770881,2.57,Paxta
NMNX-47814,0-30,Qumoq,6.09,3.94,0.63,1.29,28.71,67.1,33.92,477.32,26.5094200347907,39819287.42,56.26,10.46,2.10661198236816,11.059952062446,3.41841519700076,1.71,Paxta
NTXM-346,0-30,Yengil qum,7.44,2.65,,,,,,,35.859253286101,,63.72,12.75,1.81294475586068,8.86097275787963,1.54703721034932,,
TSPD-2195,0-30,Yengil qum,7.64,2.52,,,,,,,26.6703087076304,9556628.98,47.83,6.57,7,8.89002942673999,1.96697442387352,,
Karta-306,0-30,Yengil qum,6.55,4.8,,,,,,,30.6132263850217,37881456.75,54.14,7.87,3.18498565517455,12.4540405763632,1.93278501891784,,
NTTM-308,0-30,Qumoq,7.8,3.81,,,,,,,,22728874.05,54.56,8.71,3.79517645468364,11.3576385651663,1.35904310596382,,
NMNX-47935,0-30,Qumoq,6.54,2.77,,,,,,,31.0221151039429,9091549.62,42.55,9.76,3.08468060687343,9.92695313760379,1,,
NMNX-48056,0-30,Yengil qum,7.08,4.24,1.21,1.53,19.29,66.77,33.57,488.21,28.1164359580344,117739955.99,53.08,9.6,2.36382511908865,7.82948934095479,3.50971763069738,,
NTXM-347,0-30,Yengil qum,6.72,2.23,1.36,1.63,27.29,35.86,19.79,389,40.0565671558508,70643973.59,53.57,5.25,3.24633071117343,7.29822468790178,2.21529320184537,,
TSPD-2196,0-30,Loy,6.23,2.15,1.18,1.53,18.21,29.34,20.33,350.44,22.5809993042603,28257589.44,67.75,11.16,3.24300747948723,8.66957641070734,2.81226421499686,,
Karta-307,0-30,Yengil qum,6.36,2.82,1.11,1.42,18.25,52.18,28.21,432.11,25.1905329256138,76493663.05,,10.95,4.23431344461666,11.3126191381312,2.10171414844196,,
NTTM-309,0-30,Gill,7.95,1.5,1.11,1.7,19.22,32.71,16.65,385.66,30.5151773880846,45896197.83,45.84,8.95,1.61183660351491,14.6727228102693,3.5,,
NMNX-48177,0-30,Loy,6.45,3.45,1.86,1.59,28.38,50.22,31.54,415.54,39.7976572364057,18358479.13,46.72,9.13,1.92532187083099,11.7624409020056,1.63256761530366,,
NMNX-48298,0-30,Yengil qum,6.03,4.78,1.95,1.29,17.1,79.78,34.81,479.68,30.0634191499843,,73.91,12.06,4.12263585013379,8.4216459428689,3.14394800060502,,
NTXM-348,0-30,Gill,7.09,2.58,1.78,1.52,23.46,37.85,20.3,442.43,26.0024478734326,5861515.75,64.21,12.31,7,15.685421435227,3.58607658227844,,
TSPD-2197,0-30,Loy,7.66,3.27,1.92,1.37,17.14,59.13,33.08,460.17,40.6903924532409,2344606.3,51.02,10.64,3.14763323765906,10.2973180872121,1.80595713539211,,
Karta-308,0-30,Yengil qum,6.36,2.48,1.74,1.63,22.94,41.74,23.66,382.88,38.5473012447234,62491073.6,57.85,7.84,6,13.4284495895844,2.12264921686204,,
NTTM-310,0-30,Yengil qum,7.41,3.03,1.57,1.53,23.68,38.8,23.87,443.17,38.3598212245095,37494644.16,47.13,7.9,2.12005607629678,12.4279608165323,2.49433315851052,2.77,Paxta
NMNX-1424,0-30,Loy,8.3,0.61,1.79,1.69,19.67,11.55,10.78,327.77,57.5395625778908,,40.7,4.95,6,15.8270458301424,2.02527826599284,1.04,Paxta
NMNX-329,0-30,Qumoq,6.87,4.02,1.06,1.35,18.7,64.17,36.93,460.16,29.1433608110954,144353381.47,54.23,7.7,1.2,15.9859126306521,2.26753881829019,1.15,Paxta
NTXM-338,0-30,Gill,8.77,1.5,1.11,1.47,20.15,23.22,15.3,374.26,45.0232644592794,86612028.88,56.53,9.24,5.04890356471533,10.7685120722268,2.57758569669581,2.01,Paxta
NMNX-330,0-30,Qumoq,7.32,2.89,1.3,1.35,28.93,41.88,26.1,421.08,59.3838802295689,34644811.55,59.59,11.41,4.79577473405233,14.4058106275857,2.08379312397578,1.99,Paxta
NTXM-339,0-30,Yengil qum,6.11,1.17,0.88,1.69,17.71,18.5,12.3,300.83,37.6725851696716,28685482.28,54.52,7.67,2.83260078563011,,2.34450389771831,1.5,Paxta
NMNT-331,0-30,Yengil qum,6.56,2.32,0.91,1.53,25.08,35.71,17.52,371.94,59.6140241327535,17211289.37,,7.82,2.33984104266436,12.6661315444913,2.09694818037823,1.52,Paxta
NTTM-300,0-30,Loy,8.5,0.89,1.06,1.66,23.07,17.81,12.29,348.23,15,6884515.75,39.71,7.9,4.72401323530145,13.2238773075051,2.06562021982131,1.54,Paxta
NMNX-47445,0-30,Gill,6.05,1.78,1.17,1.64,19.23,29.76,19.33,410.9,31.5144352863371,41033882.51,40.65,10.25,3.58005543714271,9.88521700753067,2.11672135473972,1.06,Paxta
NMNX-47566,0-30,Yengil qum,6.31,3.3,1.09,1.42,20.44,49.48,27.22,430.35,54,24620329.5,43.7,9.99,5.32119045355926,13.1788005988421,2.95499376434555,2.43,Paxta
NTXM-339,0-30,Qumoq,7.64,3.15,1.21,1.68,23.37,55.54,26.57,451.41,57.5942353872684,9848131.8,36.11,12.6,1.94485265826879,10.3427346510051,2.79801163361939,1.93,Paxta
NMNX-331,0-30,Qumoq,6.11,3.64,0.64,1.49,20.11,63.67,28.53,479.08,37.1874474927533,20387470.99,41.89,9.89,4.31412009654611,10.6637000786373,2.26976781612219,2.53,Paxta
NTXM-340,0-30,Gill,7.97,1.33,0.75,1.63,15.76,24.31,14.9,348.67,60,12232482.59,41.86,10.5,2.99271951879874,9.78636167818676,2.0983809737871,0.88,Paxta
NMNT-332,0-30,Gill,8.63,1.73,0.7,1.6,19.85,24.96,14,404.53,38.0306297383654,,67.61,8.9,6.74665537517954,19.6191029594075,2.26265589944816,1.33,Paxta
NTTM-301,0-30,Yengil qum,7.58,1.95,0.66,1.5,19.75,33.7,15.98,391.32,30.9722960877363,13453484.19,42.98,7.81,5.06285743182857,7.40728618987585,3.08334500668354,1.41,Paxta
NMNX-47446,0-30,Yengil qum,6.93,2.65,0.68,1.43,22.36,46.3,24.18,437.14,44.7408449691002,8072090.51,,13.35,3.44327873907172,7.83290115537819,1.59609996431467,,Paxta
NMNX-47567,0-30,Gill,7.13,1.62,0.83,1.51,17.64,35.77,14.71,364.58,43.4608818465245,,,9.13,2.32434030353926,13.1407657722751,2.09550322294817,0.94,Paxta
NTXM-340,0-30,Yengil qum,7.7,3.14,0.55,1.39,16.34,59.65,33.73,473.73,34.5251275597358,69620991.47,67.7,12.93,2.71859118531622,15.3578094539334,2.04737840508359,1.54,Paxta
NMNX-332,0-30,Loy,8.84,2.01,0.61,1.42,25.85,25.65,19.13,375.74,32.8620650551942,41772594.88,,8.79,6,8.03104969145661,1.80638149371447,2.04,Paxta
NTXM-341,0-30,Qumoq,7.82,2.72,0.77,1.58,27.98,45.01,27.25,435.29,15.2308353864195,16709037.95,56.2,10.36,3.97290102492599,11.478223944269,2.6989215214112,1.2,Paxta
NMNT-333,0-30,Qumoq,7.17,2.92,1.45,1.38,20.33,41.92,21.26,420.47,33.3602240382627,144451443.86,31.54,7.9,5.82814287295472,12.0461890877952,1.9339039998215,1.69,Paxta
NTTM-302,0-30,Qumoq,6.89,3.54,1.75,1.5,26.94,59.27,30.49,463.15,46.9658415864773,86670866.32,49.04,9.43,5.55136135467999,13.6241770358427,1.761843841269,2.18,Paxta
NMNX-47447,0-30,Loy,6.87,2.75,1.8,1.55,22.3,51.81,22.69,425.96,17.8021994622225,34668346.53,59.38,10.13,1.2,9.46771290235258,1.58200779756722,2.41,Paxta
NMNX-47568,0-30,Yengil qum,6.34,4.25,0.87,1.28,12.69,68.98,32.48,481.47,42.9872515608282,46590060.44,58.35,7.87,3.25412946017304,11.7295235314793,1.91800497969901,2.19,Paxta
NTXM-341,0-30,Yengil qum,8.43,3.65,1.1,1.6,26.93,59.67,25.95,469.86,38.8802674080541,27954036.26,37.66,7.7,2.99063235914138,16.5015194948697,3.24906636537466,2.34,Paxta
NMNX-333,0-30,Yengil qum,6.03,4.49,1.24,1.36,19.98,59.1,36.65,505.89,30.1084558803835,11181614.51,54.83,7.78,4.27596405407144,8.62078789834088,2.42040533559398,1.91,Paxta
NTXM-342,0-30,Qumoq,6.83,3.07,1.04,1.46,14.28,41.26,25.35,433.42,57.2522876332066,57402662.65,46.86,13.46,4.22497039078745,15.6396083105959,2.07787359947397,,Paxta
NMNT-334,0-30,Yengil qum,7.6,1.49,1.22,1.66,28.98,26.12,15.5,351.29,44.4498986145784,34441597.59,50.77,10.03,6,9.68930498781221,3.28220940538465,1.61,Paxta
NTTM-303,0-30,Gill,8.55,0.83,1.22,1.75,26.54,20.02,12.12,313.71,43.2338603516873,13776639.04,64.65,10.89,1.5,13.7105032361871,2.00822162177873,0.98,Paxta
NMNX-47448,0-30,Loy,7.56,2.85,0.63,1.42,24.53,44.54,19.81,445.06,29.0536067938231,48701638.52,56.91,7.24,4.49374848952813,7.11272019628907,2.62930073439,3.08,Paxta
NMNX-47569,0-30,Gill,8.65,0.95,0.62,1.66,17.18,15.49,8.02,352.78,41.8072732558508,29220983.11,59.29,6.67,7,7.66219032799687,2.22700690003002,1.23,Paxta
NTXM-342,0-30,Gill,7.24,2.34,0.69,1.52,27.92,40.11,21.57,408.46,25.5171785047889,11688393.25,38.57,12.96,4.32846545878179,10.559886631299,2.10533468217549,2.2,Paxta
NMNX-334,0-30,Qumoq,6.11,4.74,1.91,1.27,27.06,60.01,37.89,502.28,25.9495211636712,54525052.9,54.02,7.1,3.33648304357764,10.179435096412,2.17206019524969,1.75,Paxta
NTXM-343,0-30,Loy,6.66,1.31,0.69,1.63,23.86,26.09,14.2,348.42,43.7003312139047,32715031.74,50.31,10.12,5.15256103797268,11.8218419919898,2.44013501378745,1.44,Paxta
NMNT-335,0-30,Qumoq,8.56,2.65,0.7,1.33,15.68,35.06,25.37,407.88,41.5609096131683,13086012.7,70.49,7.28,5.11367872274172,16.0891608529689,1.84884932942902,2.38,Paxta
NTTM-304,0-30,Qumoq,7.44,3.75,0.75,1.45,16.92,47.6,27.84,496.38,37.3889539680829,66873231.42,62.26,12.49,4.00175903855751,15.5050703665221,2.42439155122587,,Paxta
NMNX-47449,0-30,Yengil qum,,3.32,0.94,1.36,22.19,55.71,35.46,470.81,49.0357395946412,,72.47,8.93,5.92216192918238,,2.0075441498873,0.96,Paxta
NMNX-47570,0-30,Gill,6.35,2.79,0.97,1.35,16.64,37.95,21.63,379.64,43.8606476239614,16049575.54,53.08,7.65,5.07906071364703,14.7775790364009,2.32780520205916,1.46,Paxta
NTXM-343,0-30,Loy,7.42,2.33,0.96,1.69,15.8,40.88,22.41,447.06,29.0215352715481,15406913.1,77.37,10.07,5.4891046994779,12.5469499663408,1.5683294569501,2.52,Paxta
NMNX-335,0-30,Qumoq,7.6,4.27,0.98,1.3,26.41,67.02,27.89,534,41.038493449031,9244147.86,54.78,12.17,1.91473303699539,13.0947739166588,2.27469353146063,1.18,Paxta
NTXM-344,0-30,Yengil qum,7.15,2.29,1.1,1.42,29.39,42.07,23.96,398.75,23.0334512724212,3697659.14,55.46,9.53,5.01786544103538,9.60531932676354,2.86946535058083,1.79,Paxta
NMNT-336,0-30,Gill,8.23,0.83,1.32,1.76,16.87,16.97,10.03,360,34.3699230660538,19932137.24,56.83,9.96,3.17377327819257,8.08704553514399,3.5,1.75,Paxta
NTTM-305,0-30,Gill,8.38,1.1,0.62,1.8,21.06,18.1,12.57,333.52,39.7278715544267,11959282.34,35.68,6.62,5.1520307492178,6.7391979698417,1.89452295329921,1.18,Paxta
NMNX-47450,0-30,Loy,,4.48,0.63,1.43,24.36,65.33,33,470.46,,4783712.94,49.56,9.13,3.49929735077769,8.31041357472068,2.14435877375451,0.97,Paxta
NMNX-47571,0-30,Yengil qum,7.53,1.87,0.76,1.52,14.12,33.54,20.52,368.95,49.498857230058,34200905.22,52.76,10.06,1.67630005121547,12.4305406180089,2.23561832241706,2.35,Paxta
NTXM-344,0-30,Yengil qum,7.39,1.11,0.65,1.62,13.68,20.4,13.15,335.32,21.9402314107394,20520543.13,48.76,11.28,1.99628195783671,7.64300636817955,3.2035910375175,2.13,Paxta
NMNX-336,0-30,Qumoq,6.11,3.73,0.68,1.37,20.43,58.61,30.64,439.44,46.2777305173345,8208217.25,,7.36,4.33731018248396,13.2282446329572,2.18991581526783,2,Paxta
NTXM-345,0-30,Yengil qum,8.68,2.87,0.82,1.36,10.6,57.16,32.38,446.11,34.5374462726689,20165812.55,70.64,8.76,2.10884451104773,8.39312860751717,1.98302922835588,1.48,Paxta
NMNT-337,0-30,Yengil qum,6.01,4.56,1.29,1.26,24.27,63.57,33.83,500.76,38.0481007836283,12099487.53,52.07,9.75,6.38792523769633,11.5873619404016,1.31717310577215,1.45,Paxta
NTTM-306,0-30,Loy,7.39,2.91,1.54,1.48,27.62,43.8,22.6,401.99,32.6482155235576,4839795.01,56.5,11.03,3.69929058794216,10.0495849016327,2.57109174018293,0.63,Paxta
NMNX-47451,0-30,Qumoq,6.87,3.64,1.57,1.4,27.33,55.85,33.7,450.42,52.9425556468101,,52.1,7.83,3.06239658799927,14.6118701099638,2.0552240334207,1.92,Paxta
NMNX-47572,0-30,Gill,8.7,0.74,1.79,1.7,22.88,11.87,7.81,339.5,34.510288533018,29562642.62,46.06,7.1,6.77821197732869,16.4349598117636,2.37628613300966,3.29,Paxta
NTXM-345,0-30,Qumoq,6.15,5.05,1.95,1.24,24.42,84.22,40.5,476.61,40.6344124184784,11825057.05,56.27,,7,9.15185869736988,1.2824569551684,1.38,Paxta
TSPD-2194,0-30,Yengil qum,7.1,2.31,1.22,1.54,23.64,41.47,20.57,382.53,33.5560316685312,40346222.03,60.57,12.1,1.2,12.3141754517272,1.7225341950788,2.72,Paxta
Karta-305,0-30,Qumoq,8.12,1.64,1.58,1.43,15.86,28.66,16.54,443.59,58.8881847665039,24207733.22,,11.57,5.933406768653,12.4712853829456,3.5,,Paxta
NTTM-307,0-30,Gill,6.45,2.26,1.98,1.62,29.22,36.45,19.03,394.74,16.0468484997941,9683093.29,58.07,8.21,1.58089631110265,7.44118226859766,2.79182733077765,,Paxta
NMNX-47693,0-30,Yengil qum,8.57,0.96,0.67,1.65,19.91,14.57,12.36,345.24,60,63660248.6,51.8,10.18,3.8455974650633,11.7377030507665,1.60757855941199,1.62,Paxta
NMNX-47814,0-30,Qumoq,7.45,3.06,0.62,1.56,14.1,51,28.57,475.63,38.2111376361374,38196149.16,51.97,10.32,1.753367438016,8.59543841648884,2.51751345023738,1.36,Paxta
NTXM-346,0-30,Gill,7.35,2.54,0.75,1.56,15.26,42.69,21.51,420.68,48.7843036728778,15278459.66,74.36,10.96,1.70890538621177,10.2819822494677,2.1528164865574,1.75,Paxta
TSPD-2195,0-30,Loy,7.75,2.78,1.11,1.36,21.58,50.09,22.97,430.05,26.2140869522654,27587622.47,47.35,11.12,6.89225743579385,10.0609572959562,3.5,1.69,Paxta
Karta-306,0-30,Gill,6.57,2.37,1.3,1.55,11.45,32.2,18.15,393.12,25.625524862779,16552573.48,58.04,7.41,4.03550728823671,17.8337338175143,2.9,2.41,Paxta
NTTM-308,0-30,Yengil qum,7.56,3.61,1.2,1.43,26.39,67,35.11,488.06,30.9789410004165,6621029.39,45.06,11.5,3.93361308174097,6.88185387253456,1.28990560527849,1.76,Paxta
NMNX-47935,0-30,Yengil qum,7.21,3.42,0.92,1.36,18.08,47.98,25.77,446.52,24.1986507049735,94152912.97,46.06,9.66,5.17869228284369,9.57311358105082,2.52340453984707,2.95,Paxta
NMNX-48056,0-30,Gill,7.73,1.09,0.94,1.67,21.72,19.59,14.23,350.73,51.0477254337809,56491747.78,52.59,10.46,4.81777386790062,8.22375533166351,2.52258134082115,1.92,Paxta
NTXM-347,0-30,Yengil qum,8.09,1.62,1.18,1.64,13.64,28.37,18.1,392.04,47.1840900556695,22596699.11,67.39,9.55,3.45678987300264,15.4731553815419,2.34738533398123,0.63,Paxta
TSPD-2196,0-30,Loy,6.48,3.62,1.48,1.43,13.78,62.25,34.37,494.21,44.0114874576598,68060922.2,61.97,9.03,1.16060416369003,13.2809343658533,2.38537512245101,1.95,Paxta
Karta-307,0-30,Qumoq,7.54,3.71,1.67,1.55,14.34,52.39,27.23,430.23,30.6860857936738,40836553.32,50.94,7.22,3.05227954142763,7.18369497109432,1.68178137936764,2.33,Paxta
NTTM-309,0-30,Qumoq,6.54,3.53,1.74,1.34,8.4,71.57,30.37,443.99,39.0294808673872,16334621.33,60.32,8.1,4.66637453734585,12.599381011456,2.12000329077141,1.26,Paxta
NMNX-48177,0-30,Gill,8.41,0.93,,1.57,20.66,17.39,12.43,323.06,26.0146326187897,30437751.5,44.1,8.3,2.05671962066824,10.325655738791,2.42674934640504,0.92,Paxta
NMNX-48298,0-30,Gill,6.44,1.51,,1.59,26.84,33.26,15.47,382.18,15,18262650.9,49.12,10.75,5.49576535455095,11.0986986050116,1.61076954874492,1.38,
NTXM-348,0-30,Gill,7.87,2.05,0.57,1.49,23.4,28.72,19.02,387.94,68.0388194475949,7305060.36,44.12,9.22,5.26274688231429,9.14189283727425,2.29294101807188,1.06,Paxta
TSPD-2197,0-30,Loy,7.28,1.2,1.65,1.72,16.05,19.39,13.8,380.89,46.5870362905713,75536771.46,49.85,5.56,6,10.0351546803613,2.29872053154909,2.54,Paxta
Karta-308,0-30,Qumoq,7.84,2.9,1.62,1.52,29.99,58.04,30.58,439.31,27.7726052299787,45322062.88,51.63,6.58,3.19298332143873,8.754634225703,1.9970672182798,2.61,Paxta
NTTM-310,0-30,Gill,8.53,1.63,1.69,1.46,21.5,25.36,16.03,336.98,46.5393141988069,18128825.15,51.22,9.81,2.55161739371403,15.6016832746315,2.62872833768571,2.08,Paxta
NMNX-48419,0-30,Yengil qum,6.36,2.34,1.69,1.42,28.82,43.08,21.18,378.14,15,48702851.42,50.31,6.65,1.57904158700731,14.4751833669188,2.50814171596261,,Paxta
NMNX-48540,0-30,Qumoq,6.53,4.01,1.88,1.36,15.08,74.53,33.57,506.09,45.5119406201546,29221710.85,,9.07,3.81316181273718,9.9835819981353,2.02158064108731,1.43,Paxta
NTXM-349,0-30,Gill,8.32,0.78,,1.7,22.07,17.91,11.9,282.68,52.4410500506932,11688684.34,44.03,,1.35080354713002,11.0435328103307,1.63406086170715,1.71,
TSPD-2198,0-30,Gill,7.58,2.44,,1.28,24.59,38.63,18.55,397.2,32.5327160204308,38376154.16,67.04,9.28,6,15.3743737723636,2.82417940534217,0.95,
Karta-309,0-30,Gill,8.89,1.23,,1.64,26.45,18.66,12.45,371.59,34.8585883536077,23025692.49,74.72,10.36,1.58301712046749,11.8228995956536,1.76732318580627,,
NTTM-311,0-30,Yengil qum,6.49,2.88,1.31,1.64,29.87,47.74,23.75,394.02,28.508774254238,9210277,46.08,11.78,1,12.0213467735343,2.32874370102403,1.69,Paxta
NMNX-1425,0-30,Yengil qum,8.9,0.63,1.36,1.77,28.8,8.26,8.36,346.83,42.7609191196764,18181015.88,45,8.15,2.72864967277582,5.58422123714417,2.53740100696559,1.42,Paxta
NMNX-330,0-30,Yengil qum,7.76,3.11,1.61,1.46,26.94,51.29,28.59,481.23,54.296438200227,10908609.53,43.33,5.93,4.18013012553819,11.0127947244066,1.47088478216904,1.12,Paxta
