Namuna,Qatlam (sm),Mexanik tarkib,pH,Gumus (%),Tuproq EC (mS/cm),Tuproq zichligi (g/sm3),DNS (%),Azot (mg/kg),Fosfor (mg/kg),Kaliy (mg/kg),Mg (mg/kg),Mikroorganizmlar (CFU/g),S (mg/kg),Fe (mg/kg),Zn (mg/kg),Mn (mg/kg),Cu (mg/kg),B (mg/kg),Ekin
NTTM-437,10-40 sm,Qumoq,7.21,3.19,0.73,1.35,38.12,64.03,28.09,437.39,46.0327928720902,2322214024.53,53.21,11.75,6,8.26,1.7630718788217,1.89,Makkajo'xori
NMNX-79635,10-40 sm,Qumoq,7.47,1.65,1.93,1.7,37.01,32.82,16.67,374.64,27.7869104595009,,53.77,13.08,2.63013229675977,,2.35860583166244,,Bug'doy
NMNX-79756,10-40 sm,Loy,7.01,3.55,2.29,1.37,32.01,51.54,26.44,449.03,42.0310274695642,94303175.88,51.96,13.79,7,8.33,2.34010549014314,1.94,Makkajo'xori
NTXM-476,10-40 sm,Qum,8.24,1.4,4.34,1.66,37.5,24.53,16.84,329.85,34.7149671720688,808909664.42,63.31,14.1,4.79979876268231,6.71,2.31568548348658,,Bug'doy
NMNX-468,10-40 sm,Qum,8.9,2.13,2.42,1.38,44.39,37.1,23.01,413.14,36.5983720621315,1005050365.33,72.56,11.73,3.47595810198751,6.53,1.42489263455638,1.09,Bug'doy
NTXM-477,10-40 sm,Loy,6.38,2.98,1.29,1.56,39.39,45.17,23.51,412.71,58.6154733278817,1342335756.76,48.3,12.12,2.27257501888991,9.12,1.48550189325853,2.49,Bug'doy
NMNT-469,10-40 sm,Loy,6.31,1.78,3.58,1.61,30.87,31.95,17.73,371.01,39.1498608202755,,69.88,11.97,4.29012670702273,,1.75816110589003,2.35,Bug'doy
NTTM-438,10-40 sm,Qumoq,7.59,3,3.79,1.42,42.12,51.79,31.87,443.99,29.0632587034825,2056988361.04,68.47,,4.30376357273121,8.06,2.55279832377724,1.18,Makkajo'xori
NMNX-79636,10-40 sm,Qum,7.66,2.71,4.66,1.48,31.81,39.95,23.48,415.82,45.4188554543189,295465821.24,50.47,8.7,6,,1.5,2.37,Paxta
NMNX-79757,10-40 sm,Qumoq,6.83,2.41,1.93,1.42,36.04,39.42,24.61,413.84,19.6168452349843,587112645.71,,12.25,2.9931528702262,9.02,2.28751234088163,2.34,Bug'doy
NTXM-477,10-40 sm,Qum,6.16,2.37,1.65,1.69,39.41,35.15,19.72,383.27,42.248132552267,537802982.44,,8.8,2.80198177049956,8.93,2.52732175574727,1.59,Bug'doy
NMNX-469,10-40 sm,Qum,8.26,1.79,4.12,1.62,37,23.31,14.89,343.72,18.6106100890567,55532867.59,28.12,11.69,1.2,6.84,2.09077204616854,2.99,Bug'doy
NTXM-478,10-40 sm,Qumoq,6.73,1.35,2.71,1.55,37.56,23.2,14.76,332.15,15,357359805.25,60.22,13.74,1.78002589607847,8.72,1.60176948727729,2.19,Bug'doy
NMNT-470,10-40 sm,Loy,8.15,1.41,4.4,1.7,38.33,15.57,14.38,344.85,33.8322378903747,1401207271.84,55.99,12.89,1.6579408683955,,3.5,1.78,Bug'doy
NTTM-439,10-40 sm,Loy,7.44,3.41,4.48,1.5,38.1,52.31,31.19,459.32,33.7206450884224,1682142528.46,44.16,12.33,4.4887957242868,8.49,2.64234458673599,0.72,Makkajo'xori
NMNX-79637,10-40 sm,Qumoq,7.19,3.09,3.12,1.4,37.98,54.65,29.98,419.33,35.3513947514973,766905061.04,,8.93,5.60039191639518,8.89,1.37693988143376,2.74,Makkajo'xori
NMNX-79758,10-40 sm,Loy,8.05,0.91,4.05,1.58,44.12,12.77,9.08,296.76,17.9390737075988,298548071.03,69.37,11.63,5.99904763900923,7.14,2.61870386421867,2.85,Bug'doy
NTXM-478,10-40 sm,Qum,7,2.03,3.93,1.52,36.99,36.33,18.78,357.43,33.1101749664102,,52.9,10.78,4.7778106482643,9.01,3.32168480630109,1.09,Bug'doy
TSPD-2327,10-40 sm,Qumoq,8.24,2.76,2.47,1.48,39.97,40.86,29.4,452.12,32.8852675126031,783238873.27,73.08,13.34,5.69879903775266,7.77,2.17034699104171,1.85,Makkajo'xori
Karta-438,10-40 sm,Qumoq,7.41,0.68,5.2,1.72,39.76,16.96,9.39,300.1,31.8556736815104,444104715.88,54.06,11.02,3.60531943872527,,3.00742148529431,1.2,Bug'doy
NTTM-440,10-40 sm,Qumoq,6.18,4.52,2.17,1.29,34.11,60.17,32.27,491.56,39.923015077639,2613289142.86,61.07,12.54,2.30955952346257,9.75,2.44320973605389,1.72,Makkajo'xori
NMNX-79879,10-40 sm,Qum,8.85,1.33,4.04,1.74,33.21,19.74,13.86,362.7,35.639657223221,,,12.78,3.54515667547483,6.29,2.89809688198081,1.47,Bug'doy
NMNX-80000,10-40 sm,Qumoq,6.98,3.47,1.49,1.45,36.55,48.77,28.49,430.11,53.3385496780336,,57.63,11.64,2.98216568778706,,2.94853295705194,1.98,Makkajo'xori
NTXM-479,10-40 sm,Qum,8.09,1.85,2.98,1.54,42.88,24.73,17.21,369.24,43.303045534165,2688384852.95,44.66,10.19,5.42338438314513,6.59,2.9,0.97,Bug'doy
TSPD-2328,10-40 sm,Loy,7.25,3.06,0.65,1.29,33.84,45.06,24.36,377.85,42.2881008803942,2539109056.33,64.93,12.73,3.72651579316624,7.96,1.77241278268758,1.36,Makkajo'xori
Karta-439,10-40 sm,Qum,6.19,3.71,3.42,1.3,37.3,61.89,35.68,477.54,44.1466323509567,485540711.52,,12.04,6.62897874686975,9.28,1.74126234816288,1.72,Makkajo'xori
NTTM-441,10-40 sm,Loy,6.3,4.23,1.45,1.34,37.24,65.57,33.98,519.9,59.0987396136296,,54.82,9.64,5.38332403999048,10.13,1.2,2,Makkajo'xori
NMNX-80121,10-40 sm,Qumoq,8.25,2.5,2.68,1.66,30.7,36.68,23.68,414.44,32.493527165821,258356034.62,53.78,11.51,1.7658696040289,6.4,3.10924106934275,2.53,Paxta
NMNX-80242,10-40 sm,Qum,6.99,4.56,0.64,1.39,39.28,68.09,34.56,516.97,20.6641743015104,1648966211.25,,13.24,6,8.96,2.00451066970791,2.21,Makkajo'xori
NTXM-480,10-40 sm,Qumoq,8.17,1.13,4.78,1.57,31.13,21.25,11.01,354.53,31.3825798395505,120631909.69,27.55,11.27,2.30084787629967,6.42,2.41363886769848,2.52,Bug'doy
TSPD-2329,10-40 sm,Qumoq,8.8,2.09,3.27,1.59,32.99,36.19,20.93,420.6,43.57702114393,2246712551.26,54.63,10.17,3.35940926914162,7.64,2.31056331257917,2.91,Paxta
Karta-440,10-40 sm,Qumoq,8.02,4.34,3.65,1.28,39.81,58.04,35.83,469.25,34.9232671285216,206714743.94,,12.17,3.15156746316913,8.09,2.51215977850343,1.88,Makkajo'xori
NTTM-442,10-40 sm,Qumoq,8.41,0.89,4.25,1.71,35.66,11.97,9.38,360.46,39.9167475411687,,64.63,10.12,6,6.39,2.53744374619138,,Bug'doy
NMNX-80363,10-40 sm,Qumoq,7.47,1.84,1.76,1.71,43.82,32.27,18.26,391.79,51.6426082811807,820768999.6,46.66,7.59,5.10943567318737,8.82,1.89005801093717,1.97,Bug'doy
NMNX-80484,10-40 sm,Qum,8.86,0.66,3.54,1.68,38.68,15.72,8.59,322.19,48.7193898916398,279263797.28,51.92,8.96,5.0769831666982,6.03,1.65622411992829,1.42,Bug'doy
NTXM-481,10-40 sm,Qum,8.97,0.6,5.15,1.8,38.26,11.4,8.43,353.48,36.7081002147941,2868354836.78,61.1,13.38,1.59665447799949,6.12,2.70304091539783,3.1,Bug'doy
TSPD-2330,10-40 sm,Qumoq,8.53,1.34,4.29,1.63,32.65,19.66,12.49,355.22,20,517915383.24,35.23,12.87,1.9234653634383,7.42,2.76140263050457,1.92,Bug'doy
Karta-441,10-40 sm,Qum,6.01,4.19,0.76,1.37,39.94,67.68,32.95,503.35,53.9923431891759,236264143.53,66.62,13.3,5.24444695665523,10.84,2.10940779058542,2.46,Makkajo'xori
NTTM-443,10-40 sm,Qum,6.89,3.06,2.96,1.35,36.79,48.32,22.57,411.25,39.199056470925,842041914.65,62.09,12.73,3.89902161444986,9.22,1.9201577778799,2.83,Makkajo'xori
NMNX-80605,10-40 sm,Qumoq,6.72,3.1,1.26,1.44,36.19,49.8,22.07,401.25,21.2940271609583,550137139.38,50.48,11.93,6.45311141464489,8.86,2.06219301170631,,Bug'doy
NMNX-80726,10-40 sm,Qum,6.56,2.15,2.55,1.65,39.51,32.36,22.96,352.23,27.2829546082218,2234031548.73,68.86,11.71,2.15696946269075,8.64,2.21340391447541,2.4,Bug'doy
NTXM-482,10-40 sm,Loy,6.31,3.64,0.93,1.55,36.61,54,34.24,460.07,53.8052340058375,,75.52,11.71,1.39807413973144,10.34,1.82027834245643,2.75,Makkajo'xori
TSPD-2331,10-40 sm,Loy,8.55,0.77,5.07,1.74,32.22,14.71,12.16,313.64,32.0272149575982,1568440291.21,60.8,,5.74606208372767,6.31,2.09871364259424,1.57,Bug'doy
Karta-442,10-40 sm,Qumoq,8.09,3.58,3.74,1.39,37.8,48.81,25.19,444.84,25.1818069953153,1065838112.19,35.28,12.19,3.32696716644276,7.87,1.81939877202325,1.9,Makkajo'xori
NTTM-444,10-40 sm,Qumoq,7.32,0.88,2.73,1.56,30.38,14.47,12.59,321.53,70,,61.59,13.53,6,7.51,3.27708693529913,1.24,Bug'doy
NMNX-1558,10-40 sm,Qum,7.48,2.83,2.99,1.49,38.1,44.74,28.33,440.03,18.5290696588793,1334077555.66,50.08,11.07,4.41263657044849,8.02,1.64392545835417,1.19,Bug'doy
NMNX-463,10-40 sm,Qum,6.96,3.76,2.07,1.44,37.34,56.47,30.84,498.28,30.5657474750345,,77.17,,1,9.61,2.01384062594146,1.44,Makkajo'xori
NTXM-472,10-40 sm,Qumoq,7.07,1.87,2.54,1.63,31.19,37.74,18.63,343.69,50.6978973104988,704469683.92,43,13.03,3.76919521155221,7.81,2.22926877693405,2.12,Bug'doy
NMNX-464,10-40 sm,Qum,8.56,1.19,4.12,1.72,38.09,18.53,13.51,376.8,17.5698259801087,1021633792.07,62.87,12.72,3.72731441621795,6.63,2.38835807493083,2.04,Bug'doy
NTXM-473,10-40 sm,Loy,7.95,4.48,1.81,1.29,37.48,58.48,29.39,494.49,35.1057179954911,2159620562.31,52.88,11.65,4.77584806383378,8.11,2.26256708635169,1.73,Makkajo'xori
NMNT-465,10-40 sm,Qumoq,7.8,2.73,1.76,1.41,33.01,41.39,19.67,433.81,38.8070468793396,2153655438.5,41.03,12.35,2.3949678104424,7.65,2.41612557131164,1.21,Bug'doy
NTTM-434,10-40 sm,Qum,8.26,2.5,3.34,1.52,41.49,34.27,20.73,438.81,54,1000931780.45,50.28,15.46,2.1920231047363,7.4,1.90739054067995,3.11,Paxta
NMNX-79873,10-40 sm,Qum,8.22,1.32,3.24,1.47,32.25,22.63,15.12,384.42,26.0915841595024,,51.22,14.55,3.6013187497488,,1.3699575423112,1.25,Bug'doy
NMNX-79994,10-40 sm,Qumoq,6.44,1.84,2.38,1.7,34.69,33.55,21.82,342.9,30.6760907771396,587219453.52,64.13,9.19,5.13115223134384,9.9,3.4932135264805,2.46,Bug'doy
NTXM-473,10-40 sm,Qum,6.76,3.56,1.92,1.55,42.26,60.99,33.74,494.91,,742301725.66,42.31,11.83,3.19331561535774,9.54,2.72442117241177,,Makkajo'xori
NMNX-465,10-40 sm,Qum,6.04,3.85,1.48,1.4,34.66,64.74,37.28,476,48.7509412178225,,68.44,10.93,4.12600836809353,9.84,2.3525660438499,1.07,Makkajo'xori
NTXM-474,10-40 sm,Loy,8.06,1.35,1.79,1.56,36.09,20.58,11.44,343,37.9577528775841,190512236.72,62.64,13.45,3.6871758532864,7.37,1.59787693713815,1.33,Bug'doy
NMNT-466,10-40 sm,Loy,8.18,2.21,5.05,1.63,35.95,33.25,17.72,385.51,35.1697089521854,568580035.9,59.54,12.25,5.3348711363161,7.01,3.01940908143903,1.84,Bug'doy
NTTM-435,10-40 sm,Qum,6.73,1.93,3.62,1.66,39.48,40.01,18.48,399.23,50.1644347294937,2409394041.82,64.03,9.99,3.26849550705101,9.2,2.5232791740487,2.91,Bug'doy
NMNX-79874,10-40 sm,Qum,7.48,0.98,3.97,1.74,31.79,18.16,11,304.57,40.1986215771672,2372689531.1,70.78,12.37,5.98741250570142,7.89,2.72967890149721,2.79,Bug'doy
NMNX-79995,10-40 sm,Qum,6.04,4.66,1.07,1.29,38.38,61.26,34.5,488.4,26.5557294432083,113224777.31,28.67,12.09,1.38871777489393,9.91,2.76134250217637,2.94,Makkajo'xori
NTXM-474,10-40 sm,Loy,6.83,4.18,1.68,1.32,31.97,61.68,32.75,462.49,26.1311074539605,1575090598.52,51.02,10.37,2.49798743319376,9.32,2.55826179031898,2.16,Makkajo'xori
NMNX-466,10-40 sm,Qum,6.91,1.67,3.71,1.57,42.22,25.42,16.2,331.35,43.9840121806578,1242935896.94,69.24,12.23,5.75571749379553,8.85,1.96812834783833,1.41,Bug'doy
NTXM-475,10-40 sm,Qum,8.24,3.3,0.77,1.38,44.62,64.49,29.11,463.39,51.1177273526436,224581591.42,46.68,13.47,4.11011100252046,7.89,1.10770789155865,,Makkajo'xori
NMNT-467,10-40 sm,Qum,8.47,3.15,1.78,1.35,38.95,53.27,22.49,427.06,56.1449207281485,1842613656.26,72.67,13.8,5.51983476168993,7.37,2.23081189833805,2,Makkajo'xori
NTTM-436,10-40 sm,Qumoq,6.42,4.11,0.56,1.29,39.85,64.24,36.98,531.49,60,1398296580.93,56.26,10.03,1.2,9.79,2.94820514632935,1.61,Makkajo'xori
NMNX-79875,10-40 sm,Loy,6.59,3.27,3.12,1.65,40.77,64.52,32.75,490.25,44.7502191020583,1337014170,,14.25,3.29557280158058,8.79,3.21025022485964,,Makkajo'xori
NMNX-79996,10-40 sm,Loy,7.63,1.02,4.32,1.65,33.83,23.6,12.48,351.51,47.0290145269657,1701153435.98,45.95,14.67,5.09445436458177,7.4,3.31825147160531,2.99,Bug'doy
NTXM-475,10-40 sm,Qum,7.69,4.63,1,1.31,34.01,72.24,37.23,503.97,33.9327062050234,1021275394.16,66.96,7.47,5.47407035137433,8.38,2.34576465811809,,Makkajo'xori
NMNX-467,10-40 sm,Qum,8.15,0.92,3.93,1.74,32.2,17.61,12.2,355.6,42.3019746539831,1581094147.67,36.82,13.82,3.34305649677522,7.34,2.27917440555144,1.82,Bug'doy
NTXM-476,10-40 sm,Qumoq,6.59,2.92,2.39,1.51,33.03,59.29,24.87,433.79,32.1927326793912,664114855.21,66.75,9.05,3.64243327818423,9.03,1.96709085210369,1.24,Makkajo'xori
NMNT-468,10-40 sm,Loy,6.28,5.06,0.54,1.27,45.96,78.31,42.45,503.63,39.4661822865645,1280675034.71,,10.24,3.2668246433522,10.09,2.18581592494322,2.6,Makkajo'xori
NTTM-437,10-40 sm,Qumoq,6.85,3.92,1.24,1.44,45.24,58.72,30.94,502.12,29.21089405692,81216321.72,42.91,9.93,6.21500916377202,9.15,1.45223218415165,1.06,Makkajo'xori
NMNX-79876,10-40 sm,Qumoq,8.39,2.62,1.8,1.4,37.13,39.2,22.71,387.53,33.7772093954717,1199997705.7,61.23,12.49,2.22445077125477,,1.87663958701835,1.99,Bug'doy
NMNX-79997,10-40 sm,Qumoq,6.62,1.43,4.11,1.72,41.99,23.41,15.52,330.15,25.5396175514637,2184673827.24,48.55,11.2,3.10626266298519,8.88,2.69470445726862,1.23,Bug'doy
NTXM-476,10-40 sm,Loy,6.34,3.88,1.57,1.27,30.62,72.12,30.66,523.85,34.3132486060544,,57.21,9.79,3.80617841891352,9.79,1.60114924325316,0.66,Makkajo'xori
NMNX-468,10-40 sm,Qum,6.11,4.25,1.45,1.29,31.91,62.38,30.18,493.12,15,,29.22,12.44,3.3336932012138,9.78,3.02930212492907,2.17,Makkajo'xori
NTXM-477,10-40 sm,Qumoq,8.19,3.44,4.38,1.45,35.43,51.74,29,460.76,54.6218721820251,,51.37,11.36,4.53329873006858,7.63,2.42220754936508,1.77,Makkajo'xori
NMNT-469,10-40 sm,Loy,6.47,3.67,0.6,1.33,36.12,63.66,29.93,453.91,41.2007337823951,,50.33,11.18,2.49143413753774,9.99,3.04386998328114,1.61,Makkajo'xori
NTTM-438,10-40 sm,Loy,7.17,3.47,1.19,1.35,31.86,60.38,27.05,470.2,55.4155328087727,,51.44,12.63,2.32889604507813,8.81,2.00062028860315,,Makkajo'xori
NMNX-79877,10-40 sm,Qumoq,7.91,0.93,4.68,1.79,34.1,16.61,10.71,329.33,52.0094060926683,,61.33,11.4,5.94400641114058,8.12,3.10332305575515,1.67,Bug'doy
NMNX-79998,10-40 sm,Qum,7.34,3.99,2.89,1.52,31.6,60.65,31.93,461.61,31.0200002247873,303897235.22,56.78,14.49,6,,2.32120503471049,2.03,Makkajo'xori
NTXM-477,10-40 sm,Qum,6.83,3.69,2.23,1.51,37.55,57.45,28.17,456.26,51.1863134580717,539076679.66,72.74,13.19,5.83947127988691,9.36,2.64390914729932,0.7,Makkajo'xori
NMNX-469,10-40 sm,Qumoq,7.04,0.67,5.29,1.78,40.15,14.66,9.33,272.49,27.7302504934859,1982302780.58,54.78,9.29,2.35487382505724,8.77,2.59959641929976,1.56,Bug'doy
NTXM-478,10-40 sm,Qum,6.78,2.8,2.36,1.56,33.02,39.22,25.67,455.75,30.3285094256396,2664260447.09,54.58,11.67,5.77210206536031,9,2.26467378671188,1.25,Bug'doy
NMNT-470,10-40 sm,Loy,8.36,0.84,5.01,1.77,34.09,11.3,10.2,312.48,36.8806544631033,121089840.61,41.74,,4.59772629923138,,3.41169377224862,2.88,Bug'doy
NTTM-439,10-40 sm,Qum,8.2,1.77,1.96,1.6,33.42,30.94,15.31,397.06,60,802481068.66,45.43,13.5,4.57333819232953,6.96,1,2.4,Bug'doy
NMNX-79878,10-40 sm,Qumoq,7.31,2.69,1.36,1.43,35.98,47.16,26.32,407.78,59.055878593466,,69.84,13.18,1.67180384692642,7.67,1.6893113716824,0.92,Makkajo'xori
NMNX-79999,10-40 sm,Qum,6.73,2.67,1.55,1.5,36.37,47.11,22.65,430.68,15,950714505.33,50.13,10.35,5.36687576847874,9.22,1.67532902855512,1.97,Bug'doy
NTXM-478,10-40 sm,Qum,7.09,3.88,0.88,1.34,32.8,57.3,32.4,490.64,36.3709562885184,1167039499.15,52.97,13.29,3.78722196985473,8.93,1.45387093044773,2.43,Makkajo'xori
NMNX-470,10-40 sm,Qum,7.28,4.18,2.1,1.3,34.6,61.61,35.77,485.9,51.7168637576374,1796000770.96,57.39,11.14,1.58232100613817,9.42,2.71241245119584,1.69,Makkajo'xori
NTXM-479,10-40 sm,Qumoq,8.93,0.8,4.52,1.75,40.63,9.75,7.58,359.52,29.5252506897503,1394165989.48,63.94,12.73,2.3949080384012,,1.56913970353542,2.93,Bug'doy
NMNT-471,10-40 sm,Qumoq,7.37,1.42,1.81,1.61,40.09,26.2,14.25,342.86,47.4543852149191,1556684933.32,49.05,12.28,3.1040153503962,8.38,1.58667333851712,2.28,Bug'doy
NTTM-440,10-40 sm,Qum,6.07,3.8,2.3,1.42,31.98,69.27,31.88,492.11,49.2617545443762,1477427672.93,,13.1,1.99443777543593,9.44,2.60506672623935,1.49,Makkajo'xori
NMNX-79879,10-40 sm,Qumoq,7.38,2.45,4.02,1.61,41.02,38.7,20.92,394.67,25.5697681675302,,40.29,14.12,4.83494869971611,7.24,1.90844555626233,0.92,Bug'doy
NMNX-80000,10-40 sm,Qum,6.48,4.25,2.28,1.32,37.35,74.21,32.57,461.87,35.5080837461285,2106229063.44,62.69,10.07,7,9.12,3.10526583935464,0.77,Makkajo'xori
NTXM-479,10-40 sm,Qumoq,8.08,2.07,1.73,1.58,32.25,38.42,19.87,424.85,16.1517352094895,99221786.36,45.49,11.45,1.48761169435456,8.68,2.27033029897985,1.3,Bug'doy
TSPD-2328,10-40 sm,Loy,7.11,4.58,0.91,1.31,37.35,56.37,27.55,461.45,40.071373445276,2048939418.63,49.47,11.84,5.53830108687315,9.53,2.28126304707292,2.82,Makkajo'xori
Karta-439,10-40 sm,Qum,6.04,3.82,2.06,1.28,36.88,70.45,39.33,498.4,15,1942859089.78,52.32,10.18,3.63449803308035,9.92,1.67046308359506,2.19,Makkajo'xori
NTTM-441,10-40 sm,Qum,8.81,1.78,3.63,1.51,35.43,31.35,15.3,378.52,36.0290471861635,1215028451.3,49.17,9.3,3.24704623880183,6.4,1.5193161334675,,Bug'doy
NMNX-80121,10-40 sm,Loy,7.74,4.09,2.61,1.37,33.41,66.97,33.74,508.31,33.0157820820982,2029649301.82,60.6,9.39,2.18416367896204,8.75,2.13996526198636,1.93,Makkajo'xori
NMNX-80242,10-40 sm,Loy,7.6,1.07,3.53,1.64,42.27,20.32,11.82,334.41,42.8986701050211,571516994.59,72.32,13.79,4.31598970961938,7.48,3.42001484777235,1.25,Bug'doy
NTXM-480,10-40 sm,Loy,8.55,0.85,4.21,1.7,36.37,14.65,10,352.88,15,,52.17,9.66,1.64250277510665,6.17,2.28785102284088,0.83,Bug'doy
TSPD-2329,10-40 sm,Qumoq,7.44,1.13,4.04,1.56,36.13,21.18,12.64,346.82,60,2549467665.31,62.55,10.16,2.86342306429771,,1.51695812327967,2.31,Bug'doy
Karta-440,10-40 sm,Qumoq,8.07,1.61,2.83,1.53,34.26,27.69,13.03,367.17,38.3374092993016,516408591.66,,12.14,6.44123844812679,7.33,1.99373694681484,1.48,Bug'doy
NTTM-442,10-40 sm,Qum,8.59,1.68,2.22,1.54,39.21,29.3,16.01,368.53,44.0864814123122,2258120145.95,54.99,11.65,3.6974004768084,7.28,2.28837507674187,2.06,Bug'doy
NMNX-80363,10-40 sm,Qumoq,7.63,2.17,2.21,1.59,34.1,33.53,19.15,390.19,51.260310480798,148338715.77,64.34,12.73,5.26330214421973,7.44,1.25657712460822,1.85,Bug'doy
NMNX-80484,10-40 sm,Qum,6.06,4.91,0.81,1.32,40.35,64.44,31.59,485.4,47.2507551200553,1551552786.88,63.53,10.54,4.86216340763496,9.25,1.68626968576495,2,Makkajo'xori
NTXM-481,10-40 sm,Qumoq,6.79,3.85,4.65,1.74,39.13,55.19,27.14,490.08,49.1787855913041,,44.19,13.97,3.2761806392178,9.45,2.33817386605983,1.37,Makkajo'xori
TSPD-2330,10-40 sm,Qum,6.45,4.17,2.34,1.33,32.64,63.27,33.89,466.36,28.2975107126566,,60.23,9.47,3.63860577315349,9.98,1.2,1.35,Makkajo'xori
Karta-441,10-40 sm,Qum,6.46,3.74,0.63,1.34,39.89,67.21,33.3,470.84,39.6064857548284,,57.71,13.33,5.08408584928217,9.41,1.99635179456704,,Makkajo'xori
NTTM-443,10-40 sm,Qumoq,7.98,1.37,3.26,1.44,33.28,25.09,16.37,359.45,22.11786824635,2299152436.07,40.15,12.03,4.65203285093079,7.27,2.23995911476628,1.78,Bug'doy
NMNX-80605,10-40 sm,Loy,8.3,2.07,3.52,1.73,34.18,31.95,15.93,413.13,52.4152718569816,,37.35,10.11,5.0565630841763,7.57,1.94477486781819,,Paxta
NMNX-80726,10-40 sm,Qumoq,8.73,1.64,3.4,1.58,42.79,24.05,14.09,391.27,43.5054308419351,814811820.6,46.44,12.08,3.52665559847396,6.04,1.5657659619053,2.68,Bug'doy
NTXM-482,10-40 sm,Loy,7.52,1.95,4.03,1.62,38.39,32.12,19,367.73,28.3637693452177,106219755.04,66.41,12.19,4.31459577884848,8.53,2.78487895043096,0.62,Bug'doy
,10-40 sm,Qum,7.9,4.62,1.96,1.37,44.65,68.16,31.35,516.98,40.7869792928065,,48.73,13.12,5.33825330849831,7.77,2.32423621585586,,Makkajo'xori
,10-40 sm,Qumoq,8.98,0.97,5.21,1.56,38.31,13.79,14.4,392.24,22.1583524198476,2268644313.87,58.86,10.62,5.56503921922549,6.8,3.56472207646641,3.1,Bug'doy
,10-40 sm,Qumoq,7.95,4.53,1.37,1.33,32.24,69.77,31.12,525.39,27.1260204639176,551932915.59,32.12,,5.98299027315351,8.94,1.97076372598472,,Makkajo'xori
,10-40 sm,Qum,6.29,3.3,0.72,1.3,33.06,59.88,28.75,421.89,39.9004615754431,1212780283.08,49.58,9.27,4.22760737786391,9.29,1.89527577850175,1.05,Makkajo'xori
,10-40 sm,Qum,6.68,4.63,0.75,1.32,36.97,70.14,36.93,528.69,63.1058899600034,1525992988.32,45.39,10.97,1.5,9.3,2.70929824173068,1.88,Makkajo'xori
,10-40 sm,Qumoq,6.85,3.55,0.97,1.33,42.28,53.71,30.71,453.74,26.5936099004625,1128136837.22,65.12,12.63,5.99374685110507,9.63,3.32317959361333,,Makkajo'xori
,10-40 sm,Qumoq,6.08,2.59,1.71,1.71,31.4,51.83,22.29,355.25,43.5666861341188,405755953.29,70.75,12.16,1,9.78,2.26665907529996,2.6,Bug'doy
,10-40 sm,Loy,6.8,3.7,1.75,1.38,37.17,57.37,35.13,504.33,25.497043809454,,35.07,,4.20031946811212,9.39,3.13294328465605,2.33,Makkajo'xori
,10-40 sm,Qum,8.33,0.69,5.31,1.81,36.54,15.52,10.24,340.31,22.0703142203763,212602962.75,29.28,10.71,3.05918786909816,7.59,1.98943743915675,1.14,Bug'doy
,10-40 sm,Qumoq,8.52,3.64,3.78,1.62,40.93,50.45,31.27,482.99,53.5665415512014,1124376708.83,68.72,10.34,1.2,,2.06230855693541,2.87,Makkajo'xori
,10-40 sm,Qumoq,7.64,1.64,2.46,1.71,41.56,30.25,16.85,370.66,43.3029034319566,792054137.91,38.44,12.26,2.95785631852576,8.02,2.54865848263337,1.83,Bug'doy
,10-40 sm,Qumoq,8.77,0.56,4.3,1.69,35.46,14.9,9.34,330.61,45.2258364792743,2041348516.83,71.05,11.45,5.31342400777822,6.75,2.14496482370416,1.5,Bug'doy
,10-40 sm,Loy,6.74,3.35,2.21,1.45,36.56,54.99,22.49,424.36,41.8468423530511,2220594824.68,58.69,12.9,2.87079570459977,,3.5,1.53,Makkajo'xori
,10-40 sm,Qumoq,6.9,1.71,3.35,1.59,42.59,30.66,17.01,386.06,26.1359913064503,1525802495.5,62.66,11.24,4.05868460725193,8.83,2.77151295478376,2.45,Bug'doy
,10-40 sm,Loy,8.35,1.88,3.13,1.64,33.76,34.17,20.54,418.19,34.5763855626303,92253111.35,51.5,12.51,3.6018668045676,6.29,2.04453872828187,2.57,Paxta
,10-40 sm,Qumoq,7.41,1.37,4.38,1.58,34.21,28.47,13.36,378.4,38.4785637426107,722737406.55,48.73,14.04,1.5,8.36,2.11569134782199,1.31,Bug'doy
,10-40 sm,Qum,7.44,1.79,4.53,1.65,31.37,29.08,15.55,349.84,46.1470990514397,367840435.78,55.82,9.4,3.93,7.76,2.30857293962233,,Bug'doy
,10-40 sm,Qum,8.5,1.73,5.32,1.64,38.69,30.22,19.26,352.11,42.463443344281,2731798252.72,48.37,13.34,3.99,7.14,1.36476555439664,2.57,Bug'doy
NTXM-474,10-40 sm,Qumoq,8.48,1.54,3.11,1.5,32.48,18.71,14.17,363.24,37.429323988547,893957211.95,43.18,11.71,3.94,7.68,1.97555996181715,1.75,Bug'doy
NMNX-466,10-40 sm,Qum,6.16,4.09,2.4,1.43,33.67,65.85,33.82,483.34,36.1691626143173,,45.48,12.12,3.92,10.51,2.61542162990556,1.85,Makkajo'xori
NTXM-475,10-40 sm,Qumoq,6.74,3.54,1.88,1.45,40.35,53.37,26.01,434.48,55.438893064097,634955432.89,41.2,11.62,3.94,8.98,1.56789645241085,1.91,Makkajo'xori
NMNT-467,10-40 sm,Qumoq,7.72,2.46,4.34,1.52,34.47,31.18,20.06,386.18,51.6218367197252,139138009.56,53,9.5,4,7.98,1.70051094299949,,Makkajo'xori
